GEOID_2,total_replacements_thru_march,geoid,requires_replacement,pct_requires_replacement,total,Y,N,pct_replaced,pct_poverty,pct_hispanic,pct_white_nonhispanic,pct_black_nonhispanic,pct_asian_nonhispanic,pct_minority,median_household_income,_merge,total_suspected_2021,Block Level LSLR,Breaks Leaks,CIP Sewer and Water Main,Daycare,Equity,Homeowner Initiated,total_replacements_thru_aug,pct_replaced_aug,pct_requiring_replacement_2021,majority_race
17031071500,5.0,17031071500,325.0,72.2,450.0,4.0,446.0,0.9,2.0,7.2,83.2,1.7,6.2,16.8,123663.0,both,330.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,0.015151515151515152,0.7333333333333333,white
17031071600,2.0,17031071600,168.0,54.9,306.0,1.0,305.0,0.3,5.4,3.0,86.8,3.3,5.6,13.2,242250.0,both,170.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.01764705882352941,0.5555555555555556,white
17031071700,3.0,17031071700,192.0,65.3,294.0,3.0,291.0,1.0,7.9,1.3,82.2,4.7,7.6,17.8,149821.0,both,195.0,0.0,3.0,0.0,0.0,0.0,2.0,5.0,0.02564102564102564,0.6632653061224489,white
17031071800,1.0,17031071800,190.0,36.6,519.0,1.0,518.0,0.2,4.1,6.8,75.7,8.4,8.0,24.3,232807.0,both,191.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,0.02617801047120419,0.36801541425818884,white
17031080100,1.0,17031080100,108.0,56.5,191.0,1.0,190.0,0.5,9.5,2.9,85.2,0.4,7.0,14.8,116983.0,both,109.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,0.045871559633027525,0.5706806282722513,white
17031080201,1.0,17031080201,63.0,60.0,105.0,1.0,104.0,1.0,2.4,1.7,88.3,0.0,6.2,11.7,118417.0,both,64.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.03125,0.6095238095238096,white
17031080202,1.0,17031080202,70.0,44.6,157.0,1.0,156.0,0.6,12.3,12.6,76.3,2.4,5.1,23.7,104129.0,both,71.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.014084507042253521,0.45222929936305734,white
17031080300,3.0,17031080300,160.0,32.5,492.0,3.0,489.0,0.6,8.3,17.5,68.2,0.7,10.9,31.8,157882.0,both,163.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.018404907975460124,0.3313008130081301,white
17031080400,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,no majority
17031081100,2.0,17031081100,36.0,43.9,82.0,0.0,82.0,0.0,16.3,3.5,77.0,6.5,4.6,23.0,79683.0,both,38.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.05263157894736842,0.4634146341463415,white
17031081201,15.0,17031081201,54.0,36.0,150.0,1.0,149.0,0.7,4.7,5.3,81.4,1.3,10.2,18.6,134246.0,both,69.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.21739130434782608,0.46,white
17031081202,2.0,17031081202,88.0,58.3,151.0,1.0,150.0,0.7,6.3,6.5,78.9,3.3,7.5,21.1,158100.0,both,90.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.022222222222222223,0.5960264900662252,white
17031081403,2.0,17031081403,20.0,12.3,163.0,1.0,162.0,0.6,10.8,4.0,51.0,10.3,33.0,49.0,117550.0,both,22.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.09090909090909091,0.13496932515337423,white
17031081700,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,,no majority
17031081800,2.0,17031081800,101.0,31.8,318.0,0.0,318.0,0.0,6.5,12.6,73.2,1.7,5.9,26.8,157238.0,both,103.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.019417475728155338,0.3238993710691824,white
17031090100,26.0,17031090100,1261.0,93.8,1344.0,20.0,1324.0,1.5,8.3,11.0,84.3,0.3,1.6,15.7,136463.0,both,1287.0,0.0,31.0,0.0,1.0,3.0,2.0,37.0,0.028749028749028748,0.9575892857142857,white
17031090200,37.0,17031090200,1633.0,88.2,1852.0,33.0,1819.0,1.8,6.0,14.8,78.5,0.6,2.1,21.5,129787.0,both,1670.0,0.0,52.0,0.0,0.0,2.0,6.0,60.0,0.03592814371257485,0.9017278617710583,white
17031090300,11.0,17031090300,464.0,91.0,510.0,10.0,500.0,2.0,7.7,16.1,81.7,0.0,0.0,18.3,117768.0,both,475.0,0.0,13.0,0.0,0.0,2.0,3.0,18.0,0.037894736842105266,0.9313725490196079,white
17031100100,48.0,17031100100,1566.0,92.2,1699.0,36.0,1663.0,2.1,11.1,10.7,76.9,0.0,8.9,23.1,109242.0,both,1614.0,0.0,33.0,21.0,0.0,4.0,1.0,59.0,0.036555142503097895,0.949970570924073,white
17031100200,78.0,17031100200,1747.0,87.8,1989.0,60.0,1929.0,3.0,2.3,29.9,65.5,0.4,2.7,34.5,113767.0,both,1825.0,0.0,77.0,21.0,0.0,4.0,3.0,105.0,0.057534246575342465,0.9175465057817999,white
17031100300,62.0,17031100300,1603.0,89.4,1794.0,44.0,1750.0,2.5,11.9,14.7,78.1,0.7,4.4,21.9,74250.0,both,1665.0,0.0,41.0,21.0,0.0,9.0,6.0,77.0,0.04624624624624624,0.9280936454849499,white
17031100400,15.0,17031100400,1173.0,94.7,1238.0,12.0,1226.0,1.0,1.7,15.3,71.6,0.2,9.7,28.4,144125.0,both,1188.0,0.0,25.0,0.0,0.0,1.0,0.0,26.0,0.021885521885521887,0.9596122778675282,white
17031100500,35.0,17031100500,1934.0,92.9,2082.0,28.0,2054.0,1.3,0.7,9.9,75.1,0.9,9.2,24.9,117583.0,both,1969.0,0.0,46.0,0.0,0.0,6.0,2.0,54.0,0.027425088877602845,0.9457252641690682,white
17031100600,39.0,17031100600,1629.0,93.4,1745.0,30.0,1715.0,1.7,12.8,30.5,56.3,1.9,7.8,43.7,84896.0,both,1668.0,0.0,52.0,0.0,0.0,6.0,0.0,58.0,0.03477218225419664,0.9558739255014327,white
17031100700,46.0,17031100700,1708.0,94.1,1816.0,28.0,1788.0,1.5,6.6,14.8,68.6,3.0,11.6,31.4,131932.0,both,1754.0,0.0,51.0,0.0,0.0,9.0,1.0,61.0,0.03477765108323831,0.9658590308370044,white
17031110100,46.0,17031110100,1520.0,93.5,1626.0,33.0,1593.0,2.0,7.2,18.5,57.0,0.8,21.9,43.0,94141.0,both,1566.0,0.0,54.0,0.0,0.0,4.0,5.0,63.0,0.040229885057471264,0.9630996309963099,white
17031110200,12.0,17031110200,715.0,93.3,766.0,8.0,758.0,1.0,8.4,41.9,46.7,6.4,4.7,53.3,66429.0,both,727.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,0.01925722145804677,0.9490861618798956,no majority
17031110300,23.0,17031110300,1628.0,94.7,1720.0,17.0,1703.0,1.0,3.2,27.8,63.4,0.5,6.2,36.6,122652.0,both,1651.0,0.0,21.0,0.0,0.0,5.0,4.0,30.0,0.018170805572380374,0.9598837209302326,white
17031110400,23.0,17031110400,1030.0,92.0,1119.0,14.0,1105.0,1.3,4.0,20.1,65.6,0.7,9.8,34.4,85825.0,both,1053.0,0.0,27.0,0.0,0.0,8.0,1.0,36.0,0.03418803418803419,0.9410187667560321,white
17031110501,28.0,17031110501,1231.0,92.5,1331.0,23.0,1308.0,1.7,7.4,34.2,44.0,5.8,13.1,56.0,104848.0,both,1259.0,0.0,31.0,0.0,0.0,6.0,1.0,38.0,0.030182684670373314,0.9459053343350864,no majority
17031110502,11.0,17031110502,508.0,80.5,631.0,5.0,626.0,0.8,6.8,18.4,67.7,1.0,11.4,32.3,80762.0,both,519.0,0.0,10.0,11.0,0.0,0.0,2.0,23.0,0.04431599229287091,0.8225039619651348,white
17031120100,11.0,17031120100,1431.0,92.4,1548.0,9.0,1539.0,0.6,2.4,9.3,81.1,0.1,7.0,18.9,157543.0,both,1442.0,0.0,13.0,0.0,0.0,1.0,2.0,16.0,0.011095700416088766,0.9315245478036176,white
17031120200,16.0,17031120200,1541.0,92.7,1662.0,14.0,1648.0,0.8,1.0,4.1,81.2,1.0,11.0,18.8,155481.0,both,1557.0,0.0,24.0,0.0,0.0,3.0,3.0,30.0,0.019267822736030827,0.9368231046931408,white
17031120300,30.0,17031120300,2022.0,89.8,2251.0,22.0,2229.0,1.0,6.1,8.4,78.4,0.3,8.5,21.6,137043.0,both,2052.0,0.0,32.0,0.0,0.0,3.0,7.0,42.0,0.02046783625730994,0.9115948467347845,white
17031120400,65.0,17031120400,979.0,86.6,1131.0,51.0,1080.0,4.5,7.0,30.7,44.1,3.0,16.0,55.9,117404.0,both,1044.0,0.0,30.0,59.0,0.0,3.0,1.0,93.0,0.08908045977011494,0.9230769230769231,no majority
17031130100,24.0,17031130100,1059.0,88.4,1198.0,20.0,1178.0,1.7,20.1,4.0,63.2,2.8,25.7,36.8,41336.0,both,1083.0,0.0,23.0,0.0,0.0,7.0,4.0,34.0,0.03139427516158818,0.9040066777963273,white
17031130200,11.0,17031130200,209.0,55.4,377.0,6.0,371.0,1.6,13.0,42.9,44.3,0.0,10.5,55.7,103611.0,both,220.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.06818181818181818,0.583554376657825,no majority
17031130300,21.0,17031130300,847.0,92.8,913.0,16.0,897.0,1.8,11.8,21.3,29.5,5.6,40.6,70.5,69857.0,both,868.0,0.0,25.0,0.0,0.0,4.0,1.0,30.0,0.03456221198156682,0.9507119386637459,no majority
17031140100,8.0,17031140100,228.0,84.1,271.0,7.0,264.0,2.6,6.0,43.1,41.6,1.4,8.7,58.4,92595.0,both,236.0,0.0,6.0,0.0,0.0,1.0,5.0,12.0,0.05084745762711865,0.8708487084870848,no majority
17031140200,7.0,17031140200,373.0,84.0,444.0,6.0,438.0,1.4,19.9,39.4,28.2,7.7,21.5,71.8,68875.0,both,380.0,0.0,10.0,0.0,0.0,1.0,0.0,11.0,0.02894736842105263,0.8558558558558559,no majority
17031140301,16.0,17031140301,216.0,82.8,261.0,3.0,258.0,1.1,25.2,60.5,9.6,4.0,21.7,90.4,71648.0,both,232.0,0.0,1.0,13.0,0.0,0.0,2.0,16.0,0.06896551724137931,0.8888888888888888,latino
17031140302,24.0,17031140302,456.0,87.5,521.0,21.0,500.0,4.0,11.3,40.1,35.0,6.3,14.0,65.0,75806.0,both,480.0,0.0,27.0,0.0,0.0,2.0,2.0,31.0,0.06458333333333334,0.9213051823416507,no majority
17031140400,63.0,17031140400,1444.0,90.1,1603.0,35.0,1568.0,2.2,11.4,31.1,40.3,1.4,24.7,59.7,98819.0,both,1507.0,0.0,38.0,32.0,0.0,5.0,4.0,79.0,0.05242203052422031,0.9401122894572677,no majority
17031140500,15.0,17031140500,625.0,89.3,700.0,10.0,690.0,1.4,7.1,42.6,35.2,1.8,11.0,64.8,70598.0,both,640.0,0.0,15.0,0.0,0.0,2.0,2.0,19.0,0.0296875,0.9142857142857143,no majority
17031140601,11.0,17031140601,381.0,87.0,438.0,10.0,428.0,2.3,11.7,44.7,25.4,9.5,18.6,74.6,81833.0,both,392.0,0.0,8.0,0.0,0.0,2.0,2.0,12.0,0.030612244897959183,0.8949771689497716,no majority
17031140602,7.0,17031140602,455.0,88.7,513.0,5.0,508.0,1.0,24.4,60.1,20.0,7.1,10.3,80.0,67321.0,both,462.0,0.0,16.0,0.0,0.0,0.0,2.0,18.0,0.03896103896103896,0.9005847953216374,latino
17031140701,10.0,17031140701,223.0,86.4,258.0,5.0,253.0,1.9,6.8,45.0,25.2,3.7,22.9,74.8,107790.0,both,233.0,0.0,10.0,0.0,0.0,0.0,1.0,11.0,0.04721030042918455,0.9031007751937985,no majority
17031140702,14.0,17031140702,544.0,88.7,613.0,10.0,603.0,1.6,11.3,64.7,26.7,1.4,6.2,73.3,78789.0,both,558.0,0.0,11.0,0.0,0.0,3.0,2.0,16.0,0.02867383512544803,0.9102773246329527,latino
17031140800,20.0,17031140800,881.0,86.6,1017.0,20.0,997.0,2.0,11.6,29.8,58.8,0.4,8.3,41.2,100250.0,both,901.0,0.0,24.0,0.0,0.0,3.0,8.0,35.0,0.038845726970033294,0.8859390363815143,white
17031150200,36.0,17031150200,1381.0,88.4,1563.0,29.0,1534.0,1.9,13.2,27.6,57.1,3.0,5.2,42.9,94021.0,both,1417.0,0.0,40.0,0.0,0.0,4.0,4.0,48.0,0.03387438249823571,0.9065898912348048,white
17031150300,41.0,17031150300,1477.0,90.2,1638.0,38.0,1600.0,2.3,6.6,22.2,67.3,0.9,5.1,32.7,88125.0,both,1518.0,0.0,43.0,0.0,0.0,6.0,5.0,54.0,0.03557312252964427,0.9267399267399268,white
17031150401,58.0,17031150401,1074.0,92.1,1166.0,40.0,1126.0,3.4,11.4,28.5,58.4,0.7,9.3,41.6,93616.0,both,1132.0,0.0,28.0,35.0,0.0,2.0,0.0,65.0,0.05742049469964664,0.9708404802744426,white
17031150402,28.0,17031150402,972.0,94.6,1027.0,23.0,1004.0,2.2,9.6,43.7,45.8,3.5,5.2,54.2,102094.0,both,1000.0,0.0,26.0,0.0,0.0,5.0,5.0,36.0,0.036,0.9737098344693281,no majority
17031150501,15.0,17031150501,949.0,91.1,1042.0,10.0,1032.0,1.0,4.7,19.5,59.6,0.3,11.5,40.4,126806.0,both,964.0,0.0,17.0,0.0,0.0,4.0,2.0,23.0,0.023858921161825725,0.9251439539347409,white
17031150502,27.0,17031150502,913.0,91.1,1002.0,19.0,983.0,1.9,6.5,41.2,46.1,0.1,11.5,53.9,69869.0,both,940.0,0.0,23.0,0.0,0.0,7.0,3.0,33.0,0.035106382978723406,0.93812375249501,no majority
17031150600,36.0,17031150600,975.0,92.3,1056.0,28.0,1028.0,2.7,10.6,48.2,42.0,1.2,5.1,58.0,95045.0,both,1011.0,0.0,32.0,0.0,0.0,6.0,6.0,44.0,0.043521266073194856,0.9573863636363636,no majority
17031150700,35.0,17031150700,1028.0,94.3,1090.0,30.0,1060.0,2.8,4.8,45.7,47.6,1.3,2.3,52.4,108385.0,both,1063.0,0.0,41.0,0.0,0.0,7.0,3.0,51.0,0.04797742238946378,0.9752293577981651,no majority
17031150800,19.0,17031150800,1000.0,93.2,1073.0,13.0,1060.0,1.2,10.6,49.7,39.5,2.7,2.8,60.5,79044.0,both,1019.0,0.0,23.0,0.0,0.0,4.0,3.0,30.0,0.029440628066732092,0.9496738117427772,no majority
17031151001,9.0,17031151001,471.0,93.6,503.0,6.0,497.0,1.2,12.2,68.4,26.3,0.0,4.9,73.7,91992.0,both,480.0,0.0,9.0,0.0,0.0,3.0,1.0,13.0,0.027083333333333334,0.9542743538767395,latino
17031151002,20.0,17031151002,733.0,90.4,811.0,12.0,799.0,1.5,12.2,70.2,25.5,1.0,1.7,74.5,78851.0,both,753.0,0.0,20.0,0.0,0.0,5.0,2.0,27.0,0.035856573705179286,0.9284833538840938,latino
17031151100,16.0,17031151100,945.0,95.6,989.0,13.0,976.0,1.3,9.4,54.5,40.0,0.9,3.4,60.0,76864.0,both,961.0,0.0,21.0,0.0,0.0,5.0,2.0,28.0,0.029136316337148804,0.9716885743174924,latino
17031151200,27.0,17031151200,922.0,95.7,963.0,19.0,944.0,2.0,12.3,43.0,51.0,0.0,4.7,49.0,92201.0,both,949.0,0.0,26.0,0.0,0.0,5.0,3.0,34.0,0.03582718651211802,0.9854620976116303,white
17031160100,14.0,17031160100,455.0,86.7,525.0,12.0,513.0,2.3,5.1,24.7,57.1,0.0,16.9,42.9,111602.0,both,469.0,0.0,10.0,0.0,0.0,3.0,5.0,18.0,0.03837953091684435,0.8933333333333333,white
17031160200,24.0,17031160200,709.0,82.3,861.0,20.0,841.0,2.3,10.8,20.0,62.9,5.0,2.5,37.1,128288.0,both,733.0,0.0,24.0,0.0,0.0,0.0,3.0,27.0,0.036834924965893585,0.851335656213705,white
17031160300,6.0,17031160300,272.0,75.3,361.0,6.0,355.0,1.7,14.6,14.5,53.5,4.7,18.4,46.5,76083.0,both,278.0,0.0,7.0,0.0,0.0,1.0,0.0,8.0,0.02877697841726619,0.7700831024930748,white
17031160400,15.0,17031160400,821.0,85.3,963.0,12.0,951.0,1.2,15.6,40.9,44.3,5.8,7.1,55.7,72593.0,both,836.0,0.0,14.0,0.0,0.0,1.0,3.0,18.0,0.0215311004784689,0.8681204569055037,no majority
17031160501,7.0,17031160501,504.0,86.2,585.0,6.0,579.0,1.0,6.8,54.6,28.2,9.5,6.2,71.8,76514.0,both,511.0,0.0,10.0,0.0,0.0,2.0,2.0,14.0,0.0273972602739726,0.8735042735042735,latino
17031160502,16.0,17031160502,474.0,84.9,558.0,14.0,544.0,2.5,10.1,52.1,24.6,6.6,12.1,75.4,85500.0,both,490.0,0.0,9.0,0.0,0.0,6.0,5.0,20.0,0.04081632653061224,0.8781362007168458,latino
17031160601,10.0,17031160601,407.0,82.9,491.0,9.0,482.0,1.8,3.5,26.8,57.9,2.0,11.3,42.1,74310.0,both,417.0,0.0,7.0,0.0,0.0,2.0,5.0,14.0,0.03357314148681055,0.8492871690427699,white
17031160602,8.0,17031160602,395.0,75.4,524.0,6.0,518.0,1.1,13.1,38.1,47.4,0.4,6.9,52.6,96324.0,both,403.0,0.0,9.0,0.0,0.0,1.0,2.0,12.0,0.02977667493796526,0.7690839694656488,no majority
17031160700,15.0,17031160700,953.0,83.7,1139.0,13.0,1126.0,1.1,8.6,52.6,32.8,4.1,8.4,67.2,89531.0,both,968.0,0.0,16.0,0.0,0.0,1.0,6.0,23.0,0.023760330578512397,0.8498683055311677,latino
17031160800,17.0,17031160800,894.0,90.6,987.0,15.0,972.0,1.5,7.7,60.7,30.7,0.4,4.9,69.3,83148.0,both,911.0,0.0,12.0,0.0,0.0,4.0,4.0,20.0,0.021953896816684963,0.922998986828774,latino
17031160900,7.0,17031160900,512.0,84.2,608.0,7.0,601.0,1.2,4.6,19.8,61.6,2.4,14.1,38.4,116063.0,both,519.0,0.0,12.0,0.0,0.0,1.0,1.0,14.0,0.02697495183044316,0.8536184210526315,white
17031161000,15.0,17031161000,306.0,77.1,397.0,10.0,387.0,2.5,6.1,20.2,68.3,0.1,9.6,31.7,113287.0,both,321.0,0.0,11.0,0.0,0.0,2.0,4.0,17.0,0.0529595015576324,0.8085642317380353,white
17031161100,15.0,17031161100,326.0,64.9,502.0,9.0,493.0,1.8,5.4,19.4,64.7,5.7,4.0,35.3,153750.0,both,341.0,0.0,15.0,0.0,0.0,0.0,4.0,19.0,0.05571847507331378,0.6792828685258964,white
17031161200,7.0,17031161200,523.0,88.8,589.0,5.0,584.0,0.8,23.0,54.8,28.9,4.5,6.4,71.1,76797.0,both,530.0,0.0,8.0,0.0,0.0,1.0,1.0,10.0,0.018867924528301886,0.8998302207130731,latino
17031161300,14.0,17031161300,631.0,86.0,734.0,9.0,725.0,1.2,17.1,56.4,35.5,0.8,4.5,64.5,58425.0,both,645.0,0.0,11.0,0.0,0.0,2.0,2.0,15.0,0.023255813953488372,0.8787465940054496,latino
17031170200,17.0,17031170200,1002.0,94.2,1064.0,11.0,1053.0,1.0,5.7,45.3,49.0,0.4,2.9,51.0,90625.0,both,1019.0,0.0,18.0,0.0,0.0,3.0,0.0,21.0,0.020608439646712464,0.9577067669172933,no majority
17031170300,27.0,17031170300,1271.0,86.7,1466.0,15.0,1451.0,1.0,4.1,33.7,57.6,0.0,5.6,42.4,95328.0,both,1298.0,0.0,42.0,0.0,0.0,4.0,0.0,46.0,0.03543913713405239,0.8854024556616644,white
17031170400,16.0,17031170400,1177.0,92.1,1278.0,13.0,1265.0,1.0,7.3,28.5,60.9,5.2,2.3,39.1,105524.0,both,1193.0,0.0,26.0,0.0,0.0,5.0,1.0,32.0,0.026823134953897737,0.9334898278560251,white
17031170500,18.0,17031170500,1504.0,91.0,1653.0,9.0,1644.0,0.5,2.6,26.7,62.1,2.4,5.0,37.9,85395.0,both,1522.0,0.0,24.0,0.0,0.0,2.0,0.0,26.0,0.017082785808147174,0.9207501512401693,white
17031170600,9.0,17031170600,772.0,88.8,869.0,5.0,864.0,0.6,12.5,23.6,64.1,3.4,8.7,35.9,78187.0,both,781.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.015364916773367477,0.8987341772151899,white
17031170700,16.0,17031170700,873.0,90.1,969.0,13.0,956.0,1.3,6.8,30.8,61.1,1.8,3.9,38.9,82284.0,both,889.0,0.0,20.0,0.0,0.0,4.0,0.0,24.0,0.02699662542182227,0.9174406604747162,white
17031170800,32.0,17031170800,1043.0,92.0,1134.0,18.0,1116.0,1.6,9.4,37.3,53.1,1.0,6.3,46.9,71897.0,both,1075.0,0.0,32.0,0.0,0.0,7.0,1.0,40.0,0.037209302325581395,0.9479717813051146,white
17031170900,8.0,17031170900,422.0,89.4,472.0,4.0,468.0,0.8,28.0,57.0,38.3,2.9,0.8,61.7,61771.0,both,430.0,0.0,7.0,0.0,0.0,4.0,0.0,11.0,0.02558139534883721,0.9110169491525424,latino
17031171000,38.0,17031171000,1974.0,94.0,2101.0,25.0,2076.0,1.2,8.7,37.6,46.4,1.7,11.1,53.6,82790.0,both,2012.0,0.0,46.0,0.0,0.0,2.0,3.0,51.0,0.025347912524850896,0.9576392194193242,no majority
17031171100,16.0,17031171100,1021.0,95.3,1071.0,13.0,1058.0,1.2,7.9,53.6,37.0,2.9,4.8,63.0,94830.0,both,1037.0,0.0,20.0,0.0,0.0,6.0,1.0,27.0,0.026036644165863067,0.9682539682539683,latino
17031180100,26.0,17031180100,1395.0,89.5,1559.0,20.0,1539.0,1.3,14.2,52.3,38.0,6.0,2.6,62.0,97301.0,both,1421.0,0.0,32.0,0.0,0.0,5.0,1.0,38.0,0.02674173117522871,0.9114817190506735,latino
17031190100,9.0,17031190100,305.0,92.4,330.0,8.0,322.0,2.4,6.5,86.2,9.2,2.4,0.9,90.8,53717.0,both,314.0,0.0,10.0,0.0,0.0,2.0,1.0,13.0,0.041401273885350316,0.9515151515151515,latino
17031190200,25.0,17031190200,974.0,95.8,1017.0,15.0,1002.0,1.5,20.3,76.8,12.2,5.0,3.5,87.8,82551.0,both,999.0,0.0,26.0,0.0,0.0,4.0,0.0,30.0,0.03003003003003003,0.9823008849557522,latino
17031190300,28.0,17031190300,1030.0,94.8,1087.0,20.0,1067.0,1.8,14.5,68.9,18.7,3.0,6.6,81.3,68281.0,both,1058.0,0.0,31.0,0.0,0.0,5.0,0.0,36.0,0.034026465028355386,0.9733210671573137,latino
17031190401,20.0,17031190401,929.0,94.6,982.0,12.0,970.0,1.2,7.9,61.8,20.9,5.4,8.5,79.1,104231.0,both,949.0,15.0,21.0,0.0,0.0,6.0,0.0,42.0,0.044257112750263436,0.9663951120162932,latino
17031190402,29.0,17031190402,1000.0,95.6,1046.0,13.0,1033.0,1.2,15.1,65.4,27.3,0.0,4.4,72.7,60316.0,both,1029.0,0.0,34.0,0.0,2.0,3.0,0.0,39.0,0.037900874635568516,0.9837476099426387,latino
17031190601,9.0,17031190601,689.0,95.0,725.0,7.0,718.0,1.0,4.3,90.6,8.4,1.0,0.0,91.6,73607.0,both,698.0,0.0,14.0,0.0,0.0,2.0,0.0,16.0,0.022922636103151862,0.9627586206896551,latino
17031190602,25.0,17031190602,950.0,95.8,992.0,14.0,978.0,1.4,13.8,77.7,18.5,1.7,0.2,81.5,73315.0,both,975.0,0.0,25.0,56.0,2.0,4.0,2.0,89.0,0.09128205128205129,0.9828629032258065,latino
17031190701,15.0,17031190701,407.0,93.8,434.0,9.0,425.0,2.1,6.6,71.7,23.4,2.0,0.5,76.6,67868.0,both,422.0,0.0,19.0,0.0,0.0,0.0,0.0,19.0,0.045023696682464455,0.9723502304147466,latino
17031190702,13.0,17031190702,610.0,94.7,644.0,12.0,632.0,1.9,24.0,83.2,10.8,6.0,0.0,89.2,65551.0,both,623.0,0.0,16.0,0.0,2.0,4.0,1.0,23.0,0.03691813804173355,0.967391304347826,latino
17031190800,24.0,17031190800,988.0,96.1,1028.0,15.0,1013.0,1.5,10.8,85.7,9.1,3.2,1.5,90.9,56311.0,both,1012.0,0.0,26.0,0.0,0.0,3.0,0.0,29.0,0.02865612648221344,0.9844357976653697,latino
17031190900,7.0,17031190900,338.0,92.6,365.0,6.0,359.0,1.6,10.6,69.5,15.3,8.1,7.1,84.7,64375.0,both,345.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0.03188405797101449,0.9452054794520548,latino
17031191000,7.0,17031191000,423.0,93.0,455.0,5.0,450.0,1.1,7.4,93.7,4.8,1.1,0.3,95.2,66632.0,both,430.0,0.0,9.0,0.0,0.0,2.0,0.0,11.0,0.02558139534883721,0.945054945054945,latino
17031191100,9.0,17031191100,1080.0,94.6,1142.0,4.0,1138.0,0.4,33.4,85.5,6.9,3.8,1.9,93.1,53683.0,both,1089.0,0.0,10.0,0.0,0.0,2.0,0.0,12.0,0.011019283746556474,0.9535901926444834,latino
17031191200,4.0,17031191200,486.0,92.2,527.0,4.0,523.0,0.8,20.7,92.8,4.8,1.8,0.0,95.2,64688.0,both,490.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.012244897959183673,0.9297912713472486,latino
17031191301,10.0,17031191301,808.0,94.7,853.0,3.0,850.0,0.4,12.6,83.0,3.3,3.1,8.1,96.7,65240.0,both,818.0,0.0,12.0,0.0,0.0,1.0,0.0,13.0,0.01589242053789731,0.958968347010551,latino
17031191302,15.0,17031191302,771.0,91.4,844.0,11.0,833.0,1.3,10.3,94.7,5.1,0.2,0.0,94.9,58208.0,both,786.0,0.0,18.0,0.0,0.0,3.0,1.0,22.0,0.027989821882951654,0.9312796208530806,latino
17031200100,15.0,17031200100,756.0,95.1,795.0,9.0,786.0,1.1,19.1,75.2,13.4,0.9,8.3,86.6,72417.0,both,771.0,0.0,20.0,0.0,0.0,1.0,2.0,23.0,0.029831387808041506,0.969811320754717,latino
17031200200,14.0,17031200200,728.0,93.5,779.0,10.0,769.0,1.3,16.9,78.8,14.3,3.4,3.5,85.7,65599.0,both,742.0,0.0,13.0,0.0,0.0,3.0,2.0,18.0,0.02425876010781671,0.9525032092426188,latino
17031200300,9.0,17031200300,319.0,95.2,335.0,7.0,328.0,2.1,26.9,82.2,10.7,5.1,0.0,89.3,39740.0,both,328.0,0.0,11.0,0.0,1.0,3.0,0.0,15.0,0.04573170731707317,0.9791044776119403,latino
17031200401,13.0,17031200401,501.0,91.6,547.0,5.0,542.0,0.9,15.0,88.8,3.1,6.3,0.0,96.9,73384.0,both,514.0,0.0,15.0,0.0,0.0,2.0,0.0,17.0,0.033073929961089495,0.9396709323583181,latino
17031200402,14.0,17031200402,578.0,92.8,623.0,10.0,613.0,1.6,9.6,79.1,18.7,1.8,0.0,81.3,77091.0,both,592.0,0.0,13.0,0.0,1.0,4.0,1.0,19.0,0.03209459459459459,0.9502407704654896,latino
17031210100,17.0,17031210100,562.0,74.2,757.0,16.0,741.0,2.1,6.1,42.2,46.7,2.2,6.3,53.3,115705.0,both,579.0,0.0,14.0,0.0,0.0,1.0,6.0,21.0,0.03626943005181347,0.7648612945838837,no majority
17031210400,8.0,17031210400,403.0,89.4,451.0,6.0,445.0,1.3,31.2,71.7,16.9,4.7,3.3,83.1,64665.0,both,411.0,0.0,9.0,0.0,0.0,2.0,0.0,11.0,0.0267639902676399,0.9113082039911308,latino
17031210501,10.0,17031210501,423.0,89.8,471.0,8.0,463.0,1.7,28.1,53.1,32.8,2.5,8.0,67.2,74886.0,both,433.0,0.0,12.0,0.0,0.0,0.0,5.0,17.0,0.03926096997690531,0.9193205944798302,latino
17031210502,9.0,17031210502,547.0,88.5,618.0,7.0,611.0,1.1,14.7,61.5,24.6,2.6,2.7,75.4,79857.0,both,556.0,0.0,9.0,0.0,0.0,0.0,4.0,13.0,0.023381294964028777,0.8996763754045307,latino
