GEOID_2,Block Level LSLR,Breaks Leaks,CIP Sewer and Water Main,Daycare,Equity,Homeowner Initiated,max,maxes
17031831400,0.0,19.0,0.0,2.0,5.0,0.0,Breaks Leaks,['Breaks Leaks']
17031831500,0.0,16.0,0.0,0.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031831600,0.0,24.0,55.0,0.0,4.0,1.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031831700,0.0,5.0,0.0,0.0,2.0,1.0,Breaks Leaks,['Breaks Leaks']
17031831800,0.0,37.0,0.0,0.0,6.0,6.0,Breaks Leaks,['Breaks Leaks']
17031831900,0.0,1.0,0.0,0.0,0.0,4.0,Homeowner Initiated,['Homeowner Initiated']
17031832000,0.0,1.0,0.0,0.0,0.0,2.0,Homeowner Initiated,['Homeowner Initiated']
17031832100,0.0,2.0,0.0,0.0,0.0,2.0,Breaks Leaks,"['Breaks Leaks', 'Homeowner Initiated']"
17031832200,0.0,11.0,0.0,0.0,1.0,5.0,Breaks Leaks,['Breaks Leaks']
17031832300,0.0,1.0,0.0,0.0,0.0,1.0,Breaks Leaks,"['Breaks Leaks', 'Homeowner Initiated']"
17031832400,0.0,6.0,0.0,0.0,1.0,8.0,Homeowner Initiated,['Homeowner Initiated']
17031832500,0.0,5.0,0.0,0.0,0.0,3.0,Breaks Leaks,['Breaks Leaks']
17031832600,0.0,4.0,0.0,0.0,0.0,7.0,Homeowner Initiated,['Homeowner Initiated']
17031832900,0.0,2.0,0.0,0.0,0.0,1.0,Breaks Leaks,['Breaks Leaks']
17031833000,0.0,1.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031833100,0.0,1.0,0.0,0.0,1.0,0.0,Breaks Leaks,"['Breaks Leaks', 'Equity']"
17031833300,0.0,2.0,0.0,0.0,2.0,2.0,Breaks Leaks,"['Breaks Leaks', 'Equity', 'Homeowner Initiated']"
17031833900,0.0,8.0,0.0,1.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031834000,0.0,5.0,7.0,0.0,2.0,0.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031834200,0.0,23.0,3.0,2.0,6.0,2.0,Breaks Leaks,['Breaks Leaks']
17031834300,0.0,29.0,0.0,3.0,25.0,2.0,Breaks Leaks,['Breaks Leaks']
17031834400,0.0,7.0,0.0,0.0,0.0,1.0,Breaks Leaks,['Breaks Leaks']
17031834500,0.0,4.0,4.0,0.0,0.0,0.0,Breaks Leaks,"['Breaks Leaks', 'CIP Sewer and Water Main']"
17031834600,0.0,15.0,0.0,1.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031834700,0.0,17.0,2.0,1.0,6.0,1.0,Breaks Leaks,['Breaks Leaks']
17031834800,0.0,9.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031834900,0.0,10.0,0.0,1.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031835000,26.0,26.0,0.0,0.0,4.0,1.0,Block Level LSLR,"['Block Level LSLR', 'Breaks Leaks']"
17031835100,32.0,30.0,33.0,1.0,4.0,0.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031835200,0.0,5.0,0.0,0.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031835500,0.0,1.0,0.0,0.0,1.0,1.0,Breaks Leaks,"['Breaks Leaks', 'Equity', 'Homeowner Initiated']"
17031835600,0.0,8.0,0.0,0.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031835800,0.0,2.0,0.0,0.0,0.0,1.0,Breaks Leaks,['Breaks Leaks']
17031836000,0.0,6.0,0.0,0.0,1.0,3.0,Breaks Leaks,['Breaks Leaks']
17031836100,0.0,3.0,0.0,0.0,0.0,1.0,Breaks Leaks,['Breaks Leaks']
17031836200,0.0,2.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031836300,0.0,2.0,0.0,0.0,0.0,1.0,Breaks Leaks,['Breaks Leaks']
17031836400,0.0,3.0,0.0,0.0,3.0,1.0,Breaks Leaks,"['Breaks Leaks', 'Equity']"
17031836500,0.0,2.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031836600,0.0,14.0,35.0,0.0,2.0,2.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031836700,0.0,7.0,0.0,2.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031836800,0.0,10.0,0.0,3.0,0.0,4.0,Breaks Leaks,['Breaks Leaks']
17031836900,0.0,2.0,0.0,1.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031837000,0.0,6.0,0.0,2.0,0.0,3.0,Breaks Leaks,['Breaks Leaks']
17031837100,0.0,10.0,0.0,1.0,0.0,4.0,Breaks Leaks,['Breaks Leaks']
17031837300,0.0,5.0,0.0,3.0,2.0,1.0,Breaks Leaks,['Breaks Leaks']
17031837400,0.0,6.0,9.0,0.0,0.0,2.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031837800,0.0,3.0,0.0,0.0,0.0,1.0,Breaks Leaks,['Breaks Leaks']
17031838000,0.0,4.0,0.0,0.0,0.0,2.0,Breaks Leaks,['Breaks Leaks']
17031838200,0.0,5.0,0.0,0.0,0.0,1.0,Breaks Leaks,['Breaks Leaks']
17031838600,0.0,5.0,0.0,0.0,0.0,2.0,Breaks Leaks,['Breaks Leaks']
17031838700,0.0,17.0,0.0,0.0,1.0,5.0,Breaks Leaks,['Breaks Leaks']
17031838800,0.0,11.0,0.0,0.0,6.0,0.0,Breaks Leaks,['Breaks Leaks']
17031839200,0.0,1.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031839500,0.0,1.0,0.0,0.0,0.0,1.0,Breaks Leaks,"['Breaks Leaks', 'Homeowner Initiated']"
17031839600,0.0,7.0,0.0,1.0,5.0,2.0,Breaks Leaks,['Breaks Leaks']
17031839700,0.0,13.0,0.0,0.0,10.0,1.0,Breaks Leaks,['Breaks Leaks']
17031839800,0.0,6.0,0.0,0.0,5.0,0.0,Breaks Leaks,['Breaks Leaks']
17031839900,0.0,16.0,18.0,0.0,7.0,3.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031840000,0.0,12.0,24.0,0.0,2.0,1.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031840100,29.0,5.0,0.0,0.0,5.0,0.0,Block Level LSLR,['Block Level LSLR']
17031840200,0.0,5.0,0.0,0.0,0.0,2.0,Breaks Leaks,['Breaks Leaks']
17031840300,0.0,9.0,49.0,0.0,7.0,0.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031840400,0.0,7.0,0.0,1.0,12.0,0.0,Equity,['Equity']
17031840700,0.0,8.0,0.0,1.0,1.0,2.0,Breaks Leaks,['Breaks Leaks']
17031840800,0.0,17.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031841000,0.0,0.0,0.0,0.0,0.0,1.0,Homeowner Initiated,['Homeowner Initiated']
17031841100,0.0,10.0,0.0,0.0,2.0,2.0,Breaks Leaks,['Breaks Leaks']
17031841200,0.0,13.0,0.0,1.0,1.0,5.0,Breaks Leaks,['Breaks Leaks']
17031841300,0.0,30.0,0.0,0.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031841500,0.0,10.0,0.0,0.0,0.0,4.0,Breaks Leaks,['Breaks Leaks']
17031841700,0.0,8.0,22.0,0.0,0.0,2.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031841800,0.0,14.0,0.0,2.0,4.0,0.0,Breaks Leaks,['Breaks Leaks']
17031842000,0.0,1.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031842100,0.0,25.0,0.0,1.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031842300,0.0,5.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031842400,0.0,17.0,29.0,4.0,14.0,0.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031842500,0.0,4.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031842600,0.0,27.0,1.0,0.0,2.0,1.0,Breaks Leaks,['Breaks Leaks']
17031842800,0.0,27.0,0.0,0.0,3.0,0.0,Breaks Leaks,['Breaks Leaks']
17031842900,0.0,1.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031843000,0.0,7.0,13.0,0.0,1.0,0.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
17031843100,0.0,10.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031843200,0.0,13.0,0.0,0.0,4.0,4.0,Breaks Leaks,['Breaks Leaks']
17031843300,0.0,1.0,0.0,1.0,1.0,1.0,Breaks Leaks,"['Breaks Leaks', 'Daycare', 'Equity', 'Homeowner Initiated']"
17031843400,0.0,11.0,0.0,2.0,2.0,0.0,Breaks Leaks,['Breaks Leaks']
17031843500,0.0,6.0,0.0,0.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031843600,0.0,0.0,1.0,0.0,1.0,1.0,CIP Sewer and Water Main,"['CIP Sewer and Water Main', 'Equity', 'Homeowner Initiated']"
17031843700,0.0,3.0,7.0,0.0,0.0,7.0,CIP Sewer and Water Main,"['CIP Sewer and Water Main', 'Homeowner Initiated']"
17031843800,0.0,14.0,0.0,0.0,1.0,0.0,Breaks Leaks,['Breaks Leaks']
17031843900,0.0,3.0,0.0,1.0,0.0,0.0,Breaks Leaks,['Breaks Leaks']
17031844600,0.0,1.0,0.0,0.0,0.0,3.0,Homeowner Initiated,['Homeowner Initiated']
17031844700,0.0,20.0,29.0,0.0,4.0,2.0,CIP Sewer and Water Main,['CIP Sewer and Water Main']
0,0.0,0.0,0.0,0.0,0.0,1.0,Homeowner Initiated,['Homeowner Initiated']
