id,address,city,state,zipcode,geocoded_address,is_match,is_exact,returned_address,coordinates,tiger_line,side,state_fips,county_fips,tract,block,longitude,latitude
1137,8140 S JEFFERY BLVD,Chicago,IL,,"8140 S JEFFERY BLVD, Chicago, IL, nan",Match,Non_Exact,"8140 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.57598207961,41.747214893935",111775911,R,17,031,460500,5008,-87.57598207961,41.747214893935
1138,8140 S JEFFERY BLVD,Chicago,IL,,"8140 S JEFFERY BLVD, Chicago, IL, nan",Match,Non_Exact,"8140 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.57598207961,41.747214893935",111775911,R,17,031,460500,5008,-87.57598207961,41.747214893935
1139,10622 S HOXIE AVE,Chicago,IL,,"10622 S HOXIE AVE, Chicago, IL, nan",Match,Non_Exact,"10622 S HOXIE AVE, CHICAGO, IL, 60617","-87.560875881803,41.701975762983",605527214,R,17,031,838800,1004,-87.560875881803,41.701975762983
1140,10622 S HOXIE AVE,Chicago,IL,,"10622 S HOXIE AVE, Chicago, IL, nan",Match,Non_Exact,"10622 S HOXIE AVE, CHICAGO, IL, 60617","-87.560875881803,41.701975762983",605527214,R,17,031,838800,1004,-87.560875881803,41.701975762983
1141,11027 S WASHTENAW AVE,Chicago,IL,,"11027 S WASHTENAW AVE, Chicago, IL, nan",Match,Non_Exact,"11027 S WASHTENAW AVE, CHICAGO, IL, 60655","-87.688505544472,41.693155103747",605573600,L,17,031,750300,3014,-87.688505544472,41.693155103747
1142,203 N KOLIN AVE,Chicago,IL,,"203 N KOLIN AVE, Chicago, IL, nan",Match,Non_Exact,"203 N KOLIN AVE, CHICAGO, IL, 60624","-87.734259673127,41.883329227127",605080237,R,17,031,260300,1016,-87.734259673127,41.883329227127
1143,203 N KOLIN AVE,Chicago,IL,,"203 N KOLIN AVE, Chicago, IL, nan",Match,Non_Exact,"203 N KOLIN AVE, CHICAGO, IL, 60624","-87.734259673127,41.883329227127",605080237,R,17,031,260300,1016,-87.734259673127,41.883329227127
1144,207 N KOLIN AVE,Chicago,IL,,"207 N KOLIN AVE, Chicago, IL, nan",Match,Non_Exact,"207 N KOLIN AVE, CHICAGO, IL, 60624","-87.734260631544,41.883357979715",605080237,R,17,031,260300,1016,-87.734260631544,41.883357979715
1145,5333 W GRACE ST,Chicago,IL,,"5333 W GRACE ST, Chicago, IL, nan",Match,Non_Exact,"5333 W GRACE ST, CHICAGO, IL, 60641","-87.76032739111,41.949551707719",111751855,L,17,031,150700,2001,-87.76032739111,41.949551707719
1146,5333 W GRACE ST,Chicago,IL,,"5333 W GRACE ST, Chicago, IL, nan",Match,Non_Exact,"5333 W GRACE ST, CHICAGO, IL, 60641","-87.76032739111,41.949551707719",111751855,L,17,031,150700,2001,-87.76032739111,41.949551707719
1147,6230 N CAMPBELL AVE,Chicago,IL,,"6230 N CAMPBELL AVE, Chicago, IL, nan",Match,Non_Exact,"6230 N CAMPBELL AVE, CHICAGO, IL, 60659","-87.692306541456,41.994638863612",111744895,L,17,031,020802,4020,-87.692306541456,41.994638863612
1148,6230 N CAMPBELL AVE,Chicago,IL,,"6230 N CAMPBELL AVE, Chicago, IL, nan",Match,Non_Exact,"6230 N CAMPBELL AVE, CHICAGO, IL, 60659","-87.692306541456,41.994638863612",111744895,L,17,031,020802,4020,-87.692306541456,41.994638863612
1149,7937 S JEFFERY BLVD,Chicago,IL,,"7937 S JEFFERY BLVD, Chicago, IL, nan",Match,Non_Exact,"7937 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575889288647,41.750921969114",657161289,L,17,031,460500,7003,-87.575889288647,41.750921969114
1150,7937 S JEFFERY BLVD,Chicago,IL,,"7937 S JEFFERY BLVD, Chicago, IL, nan",Match,Non_Exact,"7937 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575889288647,41.750921969114",657161289,L,17,031,460500,7003,-87.575889288647,41.750921969114
1151,7935 S JEFFERY BLVD,Chicago,IL,,"7935 S JEFFERY BLVD, Chicago, IL, nan",Match,Non_Exact,"7935 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575889915046,41.750956734437",657161289,L,17,031,460500,7003,-87.575889915046,41.750956734437
1152,7935 S JEFFERY BLVD,Chicago,IL,,"7935 S JEFFERY BLVD, Chicago, IL, nan",Match,Non_Exact,"7935 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575889915046,41.750956734437",657161289,L,17,031,460500,7003,-87.575889915046,41.750956734437
1153,1201 W GRAND AVE,Chicago,IL,,"1201 W GRAND AVE, Chicago, IL, nan",Match,Non_Exact,"1201 W GRAND AVE, CHICAGO, IL, 60642","-87.657461208123,41.891019850011",605091759,L,17,031,243400,2009,-87.657461208123,41.891019850011
1154,5005 S KEELER AVE,Chicago,IL,,"5005 S KEELER AVE, Chicago, IL, nan",Match,Non_Exact,"5005 S KEELER AVE, CHICAGO, IL, 60632","-87.728242413715,41.802237268358",604985314,L,17,031,570300,2008,-87.728242413715,41.802237268358
1155,6324 N MONTICELLO AVE,Chicago,IL,,"6324 N MONTICELLO AVE, Chicago, IL, nan",Match,Non_Exact,"6324 N MONTICELLO AVE, CHICAGO, IL, 60659","-87.720334689214,41.995846904957",605173052,L,17,031,130100,1018,-87.720334689214,41.995846904957
1156,6324 N MONTICELLO AVE,Chicago,IL,,"6324 N MONTICELLO AVE, Chicago, IL, nan",Match,Non_Exact,"6324 N MONTICELLO AVE, CHICAGO, IL, 60659","-87.720334689214,41.995846904957",605173052,L,17,031,130100,1018,-87.720334689214,41.995846904957
1157,5214 N LA CROSSE AVE,Chicago,IL,,"5214 N LA CROSSE AVE, Chicago, IL, nan",Match,Non_Exact,"5214 N LA CROSSE AVE, CHICAGO, IL, 60630","-87.749364707817,41.976115324848",605181995,L,17,031,120400,2002,-87.749364707817,41.976115324848
1158,5005 S KEELER AVE,Chicago,IL,,"5005 S KEELER AVE, Chicago, IL, nan",Match,Non_Exact,"5005 S KEELER AVE, CHICAGO, IL, 60632","-87.728242413715,41.802237268358",604985314,L,17,031,570300,2008,-87.728242413715,41.802237268358
1159,5037 W WINNEMAC AVE,Chicago,IL,,"5037 W WINNEMAC AVE, Chicago, IL, nan",Match,Non_Exact,"5037 W WINNEMAC AVE, CHICAGO, IL, 60630","-87.753725270961,41.972464592528",111754951,L,17,031,110502,2000,-87.753725270961,41.972464592528
1161,852 N ST LOUIS AVE,Chicago,IL,,"852 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"852 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.713991381544,41.896670976628",605063544,L,17,031,231100,1014,-87.713991381544,41.896670976628
1162,2725 W POPE JOHN PAUL II DR,Chicago,IL,,"2725 W POPE JOHN PAUL II DR, Chicago, IL, nan",Match,Non_Exact,"2725 W POPE JOHN PAUL II DR, CHICAGO, IL, 60632","-87.692970255153,41.81550930524",111803993,L,17,031,580600,3011,-87.692970255153,41.81550930524
1163,853 N ST LOUIS AVE,Chicago,IL,,"853 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"853 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.71383746827,41.896673413102",605063544,R,17,031,836600,1012,-87.71383746827,41.896673413102
1164,853 N ST LOUIS AVE,Chicago,IL,,"853 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"853 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.71383746827,41.896673413102",605063544,R,17,031,836600,1012,-87.71383746827,41.896673413102
1165,8541 S PAULINA ST,Chicago,IL,,"8541 S PAULINA ST, Chicago, IL, nan",Match,Non_Exact,"8541 S PAULINA ST, CHICAGO, IL, 60620","-87.665483040966,41.738505884646",604994698,L,17,031,711200,2005,-87.665483040966,41.738505884646
1166,857 N ST LOUIS AVE,Chicago,IL,,"857 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"857 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.713838898648,41.896723476492",605063544,R,17,031,836600,1012,-87.713838898648,41.896723476492
1167,857 N ST LOUIS AVE,Chicago,IL,,"857 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"857 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.713838898648,41.896723476492",605063544,R,17,031,836600,1012,-87.713838898648,41.896723476492
1168,2848 N MELVINA AVE,Chicago,IL,,"2848 N MELVINA AVE, Chicago, IL, nan",Match,Non_Exact,"2848 N MELVINA AVE, CHICAGO, IL, 60634","-87.780940913597,41.932169903542",605202924,L,17,031,190401,2022,-87.780940913597,41.932169903542
1169,4277 W 82ND PL,Chicago,IL,,"4277 W 82ND PL, Chicago, IL, nan",Match,Non_Exact,"4277 W 82ND PL, CHICAGO, IL, 60652","-87.72954696877,41.742724005916",111817027,L,17,031,700301,2009,-87.72954696877,41.742724005916
1170,3450 W 111TH ST,Chicago,IL,,"3450 W 111TH ST, Chicago, IL, nan",Match,Non_Exact,"3450 W 111TH ST, CHICAGO, IL, 60655","-87.707667172615,41.691511131646",605317006,R,17,031,740300,3020,-87.707667172615,41.691511131646
1171,3450 W 111TH ST,Chicago,IL,,"3450 W 111TH ST, Chicago, IL, nan",Match,Non_Exact,"3450 W 111TH ST, CHICAGO, IL, 60655","-87.707667172615,41.691511131646",605317006,R,17,031,740300,3020,-87.707667172615,41.691511131646
1172,4277 W 82ND PL,Chicago,IL,,"4277 W 82ND PL, Chicago, IL, nan",Match,Non_Exact,"4277 W 82ND PL, CHICAGO, IL, 60652","-87.72954696877,41.742724005916",111817027,L,17,031,700301,2009,-87.72954696877,41.742724005916
1173,916 E 75TH ST,Chicago,IL,,"916 E 75TH ST, Chicago, IL, nan",Match,Non_Exact,"916 E 75TH ST, CHICAGO, IL, 60619","-87.602255414296,41.758672461064",111774331,L,17,031,841800,1023,-87.602255414296,41.758672461064
1174,916 E 75TH ST,Chicago,IL,,"916 E 75TH ST, Chicago, IL, nan",Match,Non_Exact,"916 E 75TH ST, CHICAGO, IL, 60619","-87.602255414296,41.758672461064",111774331,L,17,031,841800,1023,-87.602255414296,41.758672461064
1175,438 W 101ST PL,Chicago,IL,,"438 W 101ST PL, Chicago, IL, nan",Match,Non_Exact,"438 W 101ST PL, CHICAGO, IL, 60628","-87.634805637906,41.709815412043",616793022,R,17,031,730500,2024,-87.634805637906,41.709815412043
1176,416 S HOMAN AVE,Chicago,IL,,"416 S HOMAN AVE, Chicago, IL, nan",Match,Non_Exact,"416 S HOMAN AVE, CHICAGO, IL, 60624","-87.710886899556,41.874853861462",605034547,R,17,031,271400,1018,-87.710886899556,41.874853861462
1177,9536 S WOODLAWN AVE,Chicago,IL,,"9536 S WOODLAWN AVE, Chicago, IL, nan",Match,Non_Exact,"9536 S WOODLAWN AVE, CHICAGO, IL, 60628","-87.594838426906,41.721193528898",605526204,R,17,031,500100,1013,-87.594838426906,41.721193528898
1178,9536 S WOODLAWN AVE,Chicago,IL,,"9536 S WOODLAWN AVE, Chicago, IL, nan",Match,Non_Exact,"9536 S WOODLAWN AVE, CHICAGO, IL, 60628","-87.594838426906,41.721193528898",605526204,R,17,031,500100,1013,-87.594838426906,41.721193528898
1179,3850 N SAYRE AVE,Chicago,IL,,"3850 N SAYRE AVE, Chicago, IL, nan",Match,Non_Exact,"3850 N SAYRE AVE, CHICAGO, IL, 60634","-87.801097597142,41.94994842185",111750373,L,17,031,170300,4006,-87.801097597142,41.94994842185
1180,3850 N SAYRE AVE,Chicago,IL,,"3850 N SAYRE AVE, Chicago, IL, nan",Match,Non_Exact,"3850 N SAYRE AVE, CHICAGO, IL, 60634","-87.801097597142,41.94994842185",111750373,L,17,031,170300,4006,-87.801097597142,41.94994842185
1181,9955 S ESCANABA AVE,Chicago,IL,,"9955 S ESCANABA AVE, Chicago, IL, nan",Match,Non_Exact,"9955 S ESCANABA AVE, CHICAGO, IL, 60617","-87.553637975058,41.714311866484",111777387,L,17,031,510100,2022,-87.553637975058,41.714311866484
1182,10815 S PEORIA ST,Chicago,IL,,"10815 S PEORIA ST, Chicago, IL, nan",Match,Non_Exact,"10815 S PEORIA ST, CHICAGO, IL, 60643","-87.644894935766,41.697485850785",639818769,L,17,031,750100,1001,-87.644894935766,41.697485850785
1183,10239 S MORGAN ST,Chicago,IL,,"10239 S MORGAN ST, Chicago, IL, nan",Match,Non_Exact,"10239 S MORGAN ST, CHICAGO, IL, 60643","-87.647646969323,41.70794673505",605582415,L,17,031,730600,3024,-87.647646969323,41.70794673505
1184,9955 S ESCANABA AVE,Chicago,IL,,"9955 S ESCANABA AVE, Chicago, IL, nan",Match,Non_Exact,"9955 S ESCANABA AVE, CHICAGO, IL, 60617","-87.553637975058,41.714311866484",111777387,L,17,031,510100,2022,-87.553637975058,41.714311866484
1185,3217 W WALNUT,Chicago,IL,,"3217 W WALNUT, Chicago, IL, nan",Match,Non_Exact,"3217 W WALNUT ST, CHICAGO, IL, 60624","-87.706707562069,41.885332396817",111759876,L,17,031,836800,2006,-87.706707562069,41.885332396817
1186,2522 W CHARLESTON ST,Chicago,IL,,"2522 W CHARLESTON ST, Chicago, IL, nan",Match,Non_Exact,"2522 W CHARLESTON ST, CHICAGO, IL, 60647","-87.690329756676,41.920021671423",605232288,R,17,031,221500,2018,-87.690329756676,41.920021671423
1187,2725 W POPE JOHN PAUL II DR,Chicago,IL,,"2725 W POPE JOHN PAUL II DR, Chicago, IL, nan",Match,Non_Exact,"2725 W POPE JOHN PAUL II DR, CHICAGO, IL, 60632","-87.692970255153,41.81550930524",111803993,L,17,031,580600,3011,-87.692970255153,41.81550930524
1188,3101 W PALMER,Chicago,IL,,"3101 W PALMER, Chicago, IL, nan",No_Match,,,,,,,,,,,
1189,8411 S PAULINA ST,Chicago,IL,,"8411 S PAULINA ST, Chicago, IL, nan",Match,Non_Exact,"8411 S PAULINA ST, CHICAGO, IL, 60620","-87.665551830494,41.740988699186",111821343,L,17,031,711200,2002,-87.665551830494,41.740988699186
1190,8410 S PAULINA ST,Chicago,IL,,"8410 S PAULINA ST, Chicago, IL, nan",Match,Non_Exact,"8410 S PAULINA ST, CHICAGO, IL, 60620","-87.665705345333,41.740985494071",111821343,R,17,031,711200,2003,-87.665705345333,41.740985494071
1191,8138 S TRIPP AVE,Chicago,IL,,"8138 S TRIPP AVE, Chicago, IL, nan",Match,Non_Exact,"8138 S TRIPP AVE, CHICAGO, IL, 60652","-87.7269880443,41.744642932082",111817038,R,17,031,700301,2002,-87.7269880443,41.744642932082
1192,852 N ST LOUIS AVE,Chicago,IL,,"852 N ST LOUIS AVE, Chicago, IL, nan",Match,Non_Exact,"852 N ST LOUIS AVE, CHICAGO, IL, 60651","-87.713991381544,41.896670976628",605063544,L,17,031,231100,1014,-87.713991381544,41.896670976628
1193,5532 S MORGAN ST,Chicago,IL,,"5532 S MORGAN ST, Chicago, IL, nan",Match,Non_Exact,"5532 S MORGAN ST, CHICAGO, IL, 60621","-87.650066502016,41.793152948924",605565295,R,17,031,680500,1012,-87.650066502016,41.793152948924
1194,8408 S PAULINA ST,Chicago,IL,,"8408 S PAULINA ST, Chicago, IL, nan",Match,Non_Exact,"8408 S PAULINA ST, CHICAGO, IL, 60620","-87.665706648845,41.741020254466",111821343,R,17,031,711200,2003,-87.665706648845,41.741020254466
1195,8410 S PAULINA ST,Chicago,IL,,"8410 S PAULINA ST, Chicago, IL, nan",Match,Non_Exact,"8410 S PAULINA ST, CHICAGO, IL, 60620","-87.665705345333,41.740985494071",111821343,R,17,031,711200,2003,-87.665705345333,41.740985494071
1196,4510 S LAMON AVE,Chicago,IL,,"4510 S LAMON AVE, Chicago, IL, nan",Match,Non_Exact,"4510 S LAMON AVE, CHICAGO, IL, 60638","-87.745772399712,41.811013173721",111799808,R,17,031,560200,2008,-87.745772399712,41.811013173721
1197,8519 S PAULINA ST,Chicago,IL,,"8519 S PAULINA ST, Chicago, IL, nan",Match,Non_Exact,"8519 S PAULINA ST, CHICAGO, IL, 60620","-87.665490368362,41.738834153459",604994698,L,17,031,711200,2005,-87.665490368362,41.738834153459
1198,8138 S TRIPP AVE,Chicago,IL,,"8138 S TRIPP AVE, Chicago, IL, nan",Match,Non_Exact,"8138 S TRIPP AVE, CHICAGO, IL, 60652","-87.7269880443,41.744642932082",111817038,R,17,031,700301,2002,-87.7269880443,41.744642932082
1199,2342 N KARLOV AVE,Chicago,IL,,"2342 N KARLOV AVE, Chicago, IL, nan",Match,Non_Exact,"2342 N KARLOV AVE, CHICAGO, IL, 60639","-87.729259224517,41.92319922549",605187783,L,17,031,200300,1013,-87.729259224517,41.92319922549
1200,7938 S JEFFERY BLVD,Chicago,IL,,"7938 S JEFFERY BLVD, Chicago, IL, nan",Match,Non_Exact,"7938 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576042247066,41.750885663576",657161289,R,17,031,460500,7004,-87.576042247066,41.750885663576
1201,5022 W WINNEMAC AVE,Chicago,IL,,"5022 W WINNEMAC AVE, Chicago, IL, nan",Match,Non_Exact,"5022 W WINNEMAC AVE, CHICAGO, IL, 60630","-87.753413488,41.972583185247",111754951,R,17,031,120400,3003,-87.753413488,41.972583185247
1203,1649 W 86TH ST,Chicago,IL,,"1649 W 86TH ST, Chicago, IL, nan",Match,Non_Exact,"1649 W 86TH ST, CHICAGO, IL, 60620","-87.665229503061,41.737526559627",604994774,L,17,031,711200,2007,-87.665229503061,41.737526559627
1204,1649 W 86TH ST,Chicago,IL,,"1649 W 86TH ST, Chicago, IL, nan",Match,Non_Exact,"1649 W 86TH ST, CHICAGO, IL, 60620","-87.665229503061,41.737526559627",604994774,L,17,031,711200,2007,-87.665229503061,41.737526559627
1205,8130 S JEFFERY BLVD,Chicago,IL,,"8130 S JEFFERY BLVD, Chicago, IL, nan",Match,Non_Exact,"8130 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575984952577,41.747388709498",111775911,R,17,031,460500,5008,-87.575984952577,41.747388709498
1206,10404 S MAPLEWOOD AVE,Chicago,IL,,"10404 S MAPLEWOOD AVE, Chicago, IL, nan",Match,Non_Exact,"10404 S MAPLEWOOD AVE, CHICAGO, IL, 60655","-87.685348226947,41.704375424174",111822168,R,17,031,720500,2020,-87.685348226947,41.704375424174
1207,10617 S AVENUE J,Chicago,IL,,"10617 S AVENUE J, Chicago, IL, nan",Match,Non_Exact,"10617 S AVE J, CHICAGO, IL, 60617","-87.534003054278,41.702391234891",657068059,L,17,031,520400,3002,-87.534003054278,41.702391234891
1208,10617 S AVENUE J,Chicago,IL,,"10617 S AVENUE J, Chicago, IL, nan",Match,Non_Exact,"10617 S AVE J, CHICAGO, IL, 60617","-87.534003054278,41.702391234891",657068059,L,17,031,520400,3002,-87.534003054278,41.702391234891
1209,10404 S MAPLEWOOD AVE,Chicago,IL,,"10404 S MAPLEWOOD AVE, Chicago, IL, nan",Match,Non_Exact,"10404 S MAPLEWOOD AVE, CHICAGO, IL, 60655","-87.685348226947,41.704375424174",111822168,R,17,031,720500,2020,-87.685348226947,41.704375424174
1210,211 N KOLIN AVE,Chicago,IL,,"211 N KOLIN AVE, Chicago, IL, nan",Match,Non_Exact,"211 N KOLIN AVE, CHICAGO, IL, 60624","-87.73426158996,41.883386732302",605080237,R,17,031,260300,1016,-87.73426158996,41.883386732302
1211,213 N KOLIN AVE,Chicago,IL,,"213 N KOLIN AVE, Chicago, IL, nan",Match,Non_Exact,"213 N KOLIN AVE, CHICAGO, IL, 60624","-87.734262069168,41.883401108595",605080237,R,17,031,260300,1016,-87.734262069168,41.883401108595
1212,214 N KOLIN AVE,Chicago,IL,,"214 N KOLIN AVE, Chicago, IL, nan",Match,Non_Exact,"214 N KOLIN AVE, CHICAGO, IL, 60624","-87.734433309127,41.883928396881",605080237,L,17,031,260300,1015,-87.734433309127,41.883928396881
1213,219 N KOLIN AVE,Chicago,IL,,"219 N KOLIN AVE, Chicago, IL, nan",Match,Non_Exact,"219 N KOLIN AVE, CHICAGO, IL, 60624","-87.734263506793,41.883444237476",605080237,R,17,031,260300,1016,-87.734263506793,41.883444237476
1214,8130 S JEFFERY BLVD,Chicago,IL,,"8130 S JEFFERY BLVD, Chicago, IL, nan",Match,Non_Exact,"8130 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575984952577,41.747388709498",111775911,R,17,031,460500,5008,-87.575984952577,41.747388709498
1215,8122 S JEFFERY BLVD,Chicago,IL,,"8122 S JEFFERY BLVD, Chicago, IL, nan",Match,Non_Exact,"8122 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.57598725095,41.747527761949",111775911,R,17,031,460500,5008,-87.57598725095,41.747527761949
1216,11446 S VINCENNES AVE,Chicago,IL,,"11446 S VINCENNES AVE, Chicago, IL, nan",Match,Non_Exact,"11446 S VINCENNES AVE, CHICAGO, IL, 60643","-87.667190403904,41.685781580562",111823642,R,17,031,750500,3037,-87.667190403904,41.685781580562
1217,11441 S VINCENNES AVE,Chicago,IL,,"11441 S VINCENNES AVE, Chicago, IL, nan",Match,Non_Exact,"11441 S VINCENNES AVE, CHICAGO, IL, 60643","-87.666983274723,41.685851679218",111823642,L,17,031,750500,3038,-87.666983274723,41.685851679218
1218,5441 N LYNCH AVE,Chicago,IL,,"5441 N LYNCH AVE, Chicago, IL, nan",Match,Non_Exact,"5441 N LYNCH AVE, CHICAGO, IL, 60630","-87.762157217635,41.980285108629",605181533,R,17,031,110501,3001,-87.762157217635,41.980285108629
1219,7625 W FOREST PRESERVE AVE,Chicago,IL,,"7625 W FOREST PRESERVE AVE, Chicago, IL, nan",Match,Non_Exact,"7625 W FOREST PRESERVE AVE, CHICAGO, IL, 60634","-87.817718204876,41.948693945027",111747326,L,17,031,170400,3008,-87.817718204876,41.948693945027
1220,5441 N LYNCH AVE,Chicago,IL,,"5441 N LYNCH AVE, Chicago, IL, nan",Match,Non_Exact,"5441 N LYNCH AVE, CHICAGO, IL, 60630","-87.762157217635,41.980285108629",605181533,R,17,031,110501,3001,-87.762157217635,41.980285108629
1221,7515 W FOREST PRESERVE AVE,Chicago,IL,,"7515 W FOREST PRESERVE AVE, Chicago, IL, nan",Match,Non_Exact,"7515 W FOREST PRESERVE AVE, CHICAGO, IL, 60634","-87.815392652297,41.949821857256",111747332,L,17,031,170400,4025,-87.815392652297,41.949821857256
1222,5429 N LOTUS AVE,Chicago,IL,,"5429 N LOTUS AVE, Chicago, IL, nan",Match,Non_Exact,"5429 N LOTUS AVE, CHICAGO, IL, 60630","-87.764664386622,41.979871677672",111751138,R,17,031,110501,4001,-87.764664386622,41.979871677672
1223,5429 N LOTUS AVE,Chicago,IL,,"5429 N LOTUS AVE, Chicago, IL, nan",Match,Non_Exact,"5429 N LOTUS AVE, CHICAGO, IL, 60630","-87.764664386622,41.979871677672",111751138,R,17,031,110501,4001,-87.764664386622,41.979871677672
1224,219 N KOLIN AVE,Chicago,IL,,"219 N KOLIN AVE, Chicago, IL, nan",Match,Non_Exact,"219 N KOLIN AVE, CHICAGO, IL, 60624","-87.734263506793,41.883444237476",605080237,R,17,031,260300,1016,-87.734263506793,41.883444237476
1225,7515 W FOREST PRESERVE AVE,Chicago,IL,,"7515 W FOREST PRESERVE AVE, Chicago, IL, nan",Match,Non_Exact,"7515 W FOREST PRESERVE AVE, CHICAGO, IL, 60634","-87.815392652297,41.949821857256",111747332,L,17,031,170400,4025,-87.815392652297,41.949821857256
1226,11440 S VINCENNES AVE,Chicago,IL,,"11440 S VINCENNES AVE, Chicago, IL, nan",Match,Non_Exact,"11440 S VINCENNES AVE, CHICAGO, IL, 60643","-87.66712432459,41.685896795766",111823642,R,17,031,750500,3037,-87.66712432459,41.685896795766
1227,11441 S VINCENNES AVE,Chicago,IL,,"11441 S VINCENNES AVE, Chicago, IL, nan",Match,Non_Exact,"11441 S VINCENNES AVE, CHICAGO, IL, 60643","-87.666983274723,41.685851679218",111823642,L,17,031,750500,3038,-87.666983274723,41.685851679218
1228,9101 S ABERDEEN ST,Chicago,IL,,"9101 S ABERDEEN ST, Chicago, IL, nan",Match,Non_Exact,"9101 S ABERDEEN ST, CHICAGO, IL, 60620","-87.650622868686,41.728616502816",111831673,L,17,031,730202,1014,-87.650622868686,41.728616502816
1229,7625 W FOREST PRESERVE AVE,Chicago,IL,,"7625 W FOREST PRESERVE AVE, Chicago, IL, nan",Match,Non_Exact,"7625 W FOREST PRESERVE AVE, CHICAGO, IL, 60634","-87.817718204876,41.948693945027",111747326,L,17,031,170400,3008,-87.817718204876,41.948693945027
1230,9101 S ABERDEEN ST,Chicago,IL,,"9101 S ABERDEEN ST, Chicago, IL, nan",Match,Non_Exact,"9101 S ABERDEEN ST, CHICAGO, IL, 60620","-87.650622868686,41.728616502816",111831673,L,17,031,730202,1014,-87.650622868686,41.728616502816
1231,4336 N MULLIGAN AVE,Chicago,IL,,"4336 N MULLIGAN AVE, Chicago, IL, nan",Match,Non_Exact,"4336 N MULLIGAN AVE, CHICAGO, IL, 60634","-87.785614306848,41.958898441068",605185951,L,17,031,150502,1006,-87.785614306848,41.958898441068
1232,4300 N AUSTIN AVE,Chicago,IL,,"4300 N AUSTIN AVE, Chicago, IL, nan",Match,Non_Exact,"4300 N AUSTIN AVE, CHICAGO, IL, 60634","-87.777037365381,41.958587817128",605186054,L,17,031,150502,2003,-87.777037365381,41.958587817128
1233,4300 N AUSTIN AVE,Chicago,IL,,"4300 N AUSTIN AVE, Chicago, IL, nan",Match,Non_Exact,"4300 N AUSTIN AVE, CHICAGO, IL, 60634","-87.777037365381,41.958587817128",605186054,L,17,031,150502,2003,-87.777037365381,41.958587817128
1234,11446 S VINCENNES AVE,Chicago,IL,,"11446 S VINCENNES AVE, Chicago, IL, nan",Match,Non_Exact,"11446 S VINCENNES AVE, CHICAGO, IL, 60643","-87.667190403904,41.685781580562",111823642,R,17,031,750500,3037,-87.667190403904,41.685781580562
1235,7647 S THROOP ST,Chicago,IL,,"7647 S THROOP ST, Chicago, IL, nan",Match,Non_Exact,"7647 S THROOP ST, CHICAGO, IL, 60620","-87.655389878309,41.754819158401",604997008,L,17,031,710200,5001,-87.655389878309,41.754819158401
1236,7647 S THROOP ST,Chicago,IL,,"7647 S THROOP ST, Chicago, IL, nan",Match,Non_Exact,"7647 S THROOP ST, CHICAGO, IL, 60620","-87.655389878309,41.754819158401",604997008,L,17,031,710200,5001,-87.655389878309,41.754819158401
1237,8122 S JEFFERY BLVD,Chicago,IL,,"8122 S JEFFERY BLVD, Chicago, IL, nan",Match,Non_Exact,"8122 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.57598725095,41.747527761949",111775911,R,17,031,460500,5008,-87.57598725095,41.747527761949
1238,11440 S VINCENNES AVE,Chicago,IL,,"11440 S VINCENNES AVE, Chicago, IL, nan",Match,Non_Exact,"11440 S VINCENNES AVE, CHICAGO, IL, 60643","-87.66712432459,41.685896795766",111823642,R,17,031,750500,3037,-87.66712432459,41.685896795766
1239,6230 N OAK PARK AVE,Chicago,IL,,"6230 N OAK PARK AVE, Chicago, IL, nan",Match,Non_Exact,"6230 N OAK PARK AVE, CHICAGO, IL, 60631","-87.795064211515,41.994562542536",605171320,L,17,031,100200,7017,-87.795064211515,41.994562542536
1240,7941 S JEFFERY BLVD,Chicago,IL,,"7941 S JEFFERY BLVD, Chicago, IL, nan",Match,Non_Exact,"7941 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.57588803585,41.75085243847",657161289,L,17,031,460500,7003,-87.57588803585,41.75085243847
1241,2717 W TOUHY AVE,Chicago,IL,,"2717 W TOUHY AVE, Chicago, IL, nan",Match,Non_Exact,"2717 W TOUHY AVE, CHICAGO, IL, 60645","-87.697787353309,42.012053217778",111744129,L,17,031,020302,1001,-87.697787353309,42.012053217778
