,program,Public or Consumer,Work Address,Status,ZIP,Ward,Date Completed,completed_year,completed_month_year,completed_day,clean_address,id,program_clean_address,full_address
383,Block Level LSLR,CONSUMER,5919 S CAMPBELL AVE,Completed,60629,16,2025-12-05 00:00:00,2025.0,12/2025,12-05,5919 S CAMPBELL AVE,102,Block Level LSLR 5919 S CAMPBELL AVE,"5919 S CAMPBELL AVE, CHICAGO, IL 60629"
372,Block Level LSLR,PUBLIC,5914 S CAMPBELL AVE,Completed,60629,16,2025-12-05 00:00:00,2025.0,12/2025,12-05,5914 S CAMPBELL AVE,103,Block Level LSLR 5914 S CAMPBELL AVE,"5914 S CAMPBELL AVE, CHICAGO, IL 60629"
371,Block Level LSLR,CONSUMER,5914 S CAMPBELL AVE,Completed,60629,16,2025-12-05 00:00:00,2025.0,12/2025,12-05,5914 S CAMPBELL AVE,104,Block Level LSLR 5914 S CAMPBELL AVE,"5914 S CAMPBELL AVE, CHICAGO, IL 60629"
861,Block Level LSLR,CONSUMER,7927 S JEFFERY BLVD,Completed,60617,8,2025-12-04 22:49:00,2025.0,12/2025,12-04,7927 S JEFFERY BLVD,105,Block Level LSLR 7927 S JEFFERY BLVD,"7927 S JEFFERY BLVD, CHICAGO, IL 60617"
860,Block Level LSLR,PUBLIC,7927 S JEFFERY BLVD,Completed,60617,8,2025-12-04 00:00:00,2025.0,12/2025,12-04,7927 S JEFFERY BLVD,106,Block Level LSLR 7927 S JEFFERY BLVD,"7927 S JEFFERY BLVD, CHICAGO, IL 60617"
862,Block Level LSLR,CONSUMER,7929 S JEFFERY BLVD,Completed,60617,8,2025-12-04 00:00:00,2025.0,12/2025,12-04,7929 S JEFFERY BLVD,107,Block Level LSLR 7929 S JEFFERY BLVD,"7929 S JEFFERY BLVD, CHICAGO, IL 60617"
863,Block Level LSLR,PUBLIC,7929 S JEFFERY BLVD,Completed,60617,8,2025-12-04 00:00:00,2025.0,12/2025,12-04,7929 S JEFFERY BLVD,108,Block Level LSLR 7929 S JEFFERY BLVD,"7929 S JEFFERY BLVD, CHICAGO, IL 60617"
959,Block Level LSLR,CONSUMER,8118 S JEFFERY BLVD,Completed,60617,8,2025-12-03 13:17:00,2025.0,12/2025,12-03,8118 S JEFFERY BLVD,109,Block Level LSLR 8118 S JEFFERY BLVD,"8118 S JEFFERY BLVD, CHICAGO, IL 60617"
363,Block Level LSLR,CONSUMER,5828 30 S OAKLEY AVE,Completed,60636,16,2025-12-03 00:00:00,2025.0,12/2025,12-03,5828 S OAKLEY AVE,110,Block Level LSLR 5828 S OAKLEY AVE,"5828 S OAKLEY AVE, CHICAGO, IL 60636"
3,Block Level LSLR,CONSUMER,2300 W 59TH ST,Completed,60636,16,2025-12-03 00:00:00,2025.0,12/2025,12-03,2300 W 59TH ST,111,Block Level LSLR 2300 W 59TH ST,"2300 W 59TH ST, CHICAGO, IL 60636"
864,Block Level LSLR,CONSUMER,7930 S JEFFERY BLVD,Completed,60617,8,2025-12-03 00:00:00,2025.0,12/2025,12-03,7930 S JEFFERY BLVD,112,Block Level LSLR 7930 S JEFFERY BLVD,"7930 S JEFFERY BLVD, CHICAGO, IL 60617"
865,Block Level LSLR,PUBLIC,7930 S JEFFERY BLVD,Completed,60617,8,2025-12-03 00:00:00,2025.0,12/2025,12-03,7930 S JEFFERY BLVD,113,Block Level LSLR 7930 S JEFFERY BLVD,"7930 S JEFFERY BLVD, CHICAGO, IL 60617"
866,Block Level LSLR,CONSUMER,7931 S JEFFERY BLVD,Completed,60617,8,2025-12-03 00:00:00,2025.0,12/2025,12-03,7931 S JEFFERY BLVD,114,Block Level LSLR 7931 S JEFFERY BLVD,"7931 S JEFFERY BLVD, CHICAGO, IL 60617"
867,Block Level LSLR,PUBLIC,7931 S JEFFERY BLVD,Completed,60617,8,2025-12-03 00:00:00,2025.0,12/2025,12-03,7931 S JEFFERY BLVD,115,Block Level LSLR 7931 S JEFFERY BLVD,"7931 S JEFFERY BLVD, CHICAGO, IL 60617"
958,Block Level LSLR,PUBLIC,8118 S JEFFERY BLVD,Completed,60617,8,2025-12-03 00:00:00,2025.0,12/2025,12-03,8118 S JEFFERY BLVD,116,Block Level LSLR 8118 S JEFFERY BLVD,"8118 S JEFFERY BLVD, CHICAGO, IL 60617"
952,Block Level LSLR,PUBLIC,8112 S JEFFERY BLVD,Completed,60617,8,2025-12-02 00:00:00,2025.0,12/2025,12-02,8112 S JEFFERY BLVD,117,Block Level LSLR 8112 S JEFFERY BLVD,"8112 S JEFFERY BLVD, CHICAGO, IL 60617"
982,Block Level LSLR,CONSUMER,8137 S JEFFERY BLVD,Completed,60617,8,2025-12-02 00:00:00,2025.0,12/2025,12-02,8137 S JEFFERY BLVD,118,Block Level LSLR 8137 S JEFFERY BLVD,"8137 S JEFFERY BLVD, CHICAGO, IL 60617"
983,Block Level LSLR,PUBLIC,8137 S JEFFERY BLVD,Completed,60617,8,2025-12-02 00:00:00,2025.0,12/2025,12-02,8137 S JEFFERY BLVD,119,Block Level LSLR 8137 S JEFFERY BLVD,"8137 S JEFFERY BLVD, CHICAGO, IL 60617"
998,Block Level LSLR,CONSUMER,8151 S JEFFERY BLVD,Completed,60617,8,2025-12-02 00:00:00,2025.0,12/2025,12-02,8151 S JEFFERY BLVD,120,Block Level LSLR 8151 S JEFFERY BLVD,"8151 S JEFFERY BLVD, CHICAGO, IL 60617"
999,Block Level LSLR,PUBLIC,8151 S JEFFERY BLVD,Completed,60617,8,2025-12-02 00:00:00,2025.0,12/2025,12-02,8151 S JEFFERY BLVD,121,Block Level LSLR 8151 S JEFFERY BLVD,"8151 S JEFFERY BLVD, CHICAGO, IL 60617"
365,Block Level LSLR,CONSUMER,5835 43 S OAKLEY AVE,Completed,60636,15,2025-12-02 00:00:00,2025.0,12/2025,12-02,5835 S OAKLEY AVE,122,Block Level LSLR 5835 S OAKLEY AVE,"5835 S OAKLEY AVE, CHICAGO, IL 60636"
367,Block Level LSLR,CONSUMER,5840 S OAKLEY AVE,Completed,60636,16,2025-12-02 00:00:00,2025.0,12/2025,12-02,5840 S OAKLEY AVE,123,Block Level LSLR 5840 S OAKLEY AVE,"5840 S OAKLEY AVE, CHICAGO, IL 60636"
953,Block Level LSLR,CONSUMER,8112 S JEFFERY BLVD,Completed,60617,8,2025-12-02 00:00:00,2025.0,12/2025,12-02,8112 S JEFFERY BLVD,124,Block Level LSLR 8112 S JEFFERY BLVD,"8112 S JEFFERY BLVD, CHICAGO, IL 60617"
870,Block Level LSLR,CONSUMER,7933 S JEFFERY BLVD,Completed,60617,8,2025-12-02 00:00:00,2025.0,12/2025,12-02,7933 S JEFFERY BLVD,125,Block Level LSLR 7933 S JEFFERY BLVD,"7933 S JEFFERY BLVD, CHICAGO, IL 60617"
869,Block Level LSLR,PUBLIC,7932 S JEFFERY BLVD,Completed,60617,8,2025-12-02 00:00:00,2025.0,12/2025,12-02,7932 S JEFFERY BLVD,126,Block Level LSLR 7932 S JEFFERY BLVD,"7932 S JEFFERY BLVD, CHICAGO, IL 60617"
868,Block Level LSLR,CONSUMER,7932 S JEFFERY BLVD,Completed,60617,8,2025-12-02 00:00:00,2025.0,12/2025,12-02,7932 S JEFFERY BLVD,127,Block Level LSLR 7932 S JEFFERY BLVD,"7932 S JEFFERY BLVD, CHICAGO, IL 60617"
871,Block Level LSLR,PUBLIC,7933 S JEFFERY BLVD,Completed,60617,8,2025-12-02 00:00:00,2025.0,12/2025,12-02,7933 S JEFFERY BLVD,128,Block Level LSLR 7933 S JEFFERY BLVD,"7933 S JEFFERY BLVD, CHICAGO, IL 60617"
361,Block Level LSLR,CONSUMER,5807 31 S OAKLEY AVE,Completed,60636,15,2025-12-01 00:00:00,2025.0,12/2025,12-01,5807 S OAKLEY AVE,129,Block Level LSLR 5807 S OAKLEY AVE,"5807 S OAKLEY AVE, CHICAGO, IL 60636"
956,Block Level LSLR,PUBLIC,8116 S JEFFERY BLVD,Completed,60617,8,2025-12-01 00:00:00,2025.0,12/2025,12-01,8116 S JEFFERY BLVD,130,Block Level LSLR 8116 S JEFFERY BLVD,"8116 S JEFFERY BLVD, CHICAGO, IL 60617"
942,Block Level LSLR,CONSUMER,8104 S JEFFERY BLVD,Completed,60617,8,2025-12-01 00:00:00,2025.0,12/2025,12-01,8104 S JEFFERY BLVD,131,Block Level LSLR 8104 S JEFFERY BLVD,"8104 S JEFFERY BLVD, CHICAGO, IL 60617"
943,Block Level LSLR,PUBLIC,8104 S JEFFERY BLVD,Completed,60617,8,2025-12-01 00:00:00,2025.0,12/2025,12-01,8104 S JEFFERY BLVD,132,Block Level LSLR 8104 S JEFFERY BLVD,"8104 S JEFFERY BLVD, CHICAGO, IL 60617"
957,Block Level LSLR,CONSUMER,8116 S JEFFERY BLVD,Completed,60617,8,2025-12-01 00:00:00,2025.0,12/2025,12-01,8116 S JEFFERY BLVD,133,Block Level LSLR 8116 S JEFFERY BLVD,"8116 S JEFFERY BLVD, CHICAGO, IL 60617"
224,Block Level LSLR,CONSUMER,4831 S LAMON AVE,Completed,60638,22,2025-11-30 10:23:00,2025.0,11/2025,11-30,4831 S LAMON AVE,134,Block Level LSLR 4831 S LAMON AVE,"4831 S LAMON AVE, CHICAGO, IL 60638"
970,Block Level LSLR,CONSUMER,8126 S JEFFERY BLVD,Completed,60617,8,2025-11-25 00:00:00,2025.0,11/2025,11-25,8126 S JEFFERY BLVD,135,Block Level LSLR 8126 S JEFFERY BLVD,"8126 S JEFFERY BLVD, CHICAGO, IL 60617"
874,Block Level LSLR,CONSUMER,7935 S JEFFERY BLVD,Completed,60617,8,2025-11-25 00:00:00,2025.0,11/2025,11-25,7935 S JEFFERY BLVD,136,Block Level LSLR 7935 S JEFFERY BLVD,"7935 S JEFFERY BLVD, CHICAGO, IL 60617"
875,Block Level LSLR,PUBLIC,7935 S JEFFERY BLVD,Completed,60617,8,2025-11-25 00:00:00,2025.0,11/2025,11-25,7935 S JEFFERY BLVD,137,Block Level LSLR 7935 S JEFFERY BLVD,"7935 S JEFFERY BLVD, CHICAGO, IL 60617"
876,Block Level LSLR,CONSUMER,7937 S JEFFERY BLVD,Completed,60617,8,2025-11-25 00:00:00,2025.0,11/2025,11-25,7937 S JEFFERY BLVD,138,Block Level LSLR 7937 S JEFFERY BLVD,"7937 S JEFFERY BLVD, CHICAGO, IL 60617"
877,Block Level LSLR,PUBLIC,7937 S JEFFERY BLVD,Completed,60617,8,2025-11-25 00:00:00,2025.0,11/2025,11-25,7937 S JEFFERY BLVD,139,Block Level LSLR 7937 S JEFFERY BLVD,"7937 S JEFFERY BLVD, CHICAGO, IL 60617"
987,Block Level LSLR,PUBLIC,8140 S JEFFERY BLVD,Completed,60617,8,2025-11-25 00:00:00,2025.0,11/2025,11-25,8140 S JEFFERY BLVD,140,Block Level LSLR 8140 S JEFFERY BLVD,"8140 S JEFFERY BLVD, CHICAGO, IL 60617"
986,Block Level LSLR,CONSUMER,8140 S JEFFERY BLVD,Completed,60617,8,2025-11-25 00:00:00,2025.0,11/2025,11-25,8140 S JEFFERY BLVD,141,Block Level LSLR 8140 S JEFFERY BLVD,"8140 S JEFFERY BLVD, CHICAGO, IL 60617"
971,Block Level LSLR,PUBLIC,8126 S JEFFERY BLVD,Completed,60617,8,2025-11-25 00:00:00,2025.0,11/2025,11-25,8126 S JEFFERY BLVD,142,Block Level LSLR 8126 S JEFFERY BLVD,"8126 S JEFFERY BLVD, CHICAGO, IL 60617"
879,Block Level LSLR,CONSUMER,7938 S JEFFERY BLVD,Completed,60617,8,2025-11-24 13:33:00,2025.0,11/2025,11-24,7938 S JEFFERY BLVD,143,Block Level LSLR 7938 S JEFFERY BLVD,"7938 S JEFFERY BLVD, CHICAGO, IL 60617"
975,Block Level LSLR,PUBLIC,8130 S JEFFERY BLVD,Completed,60617,8,2025-11-24 00:00:00,2025.0,11/2025,11-24,8130 S JEFFERY BLVD,144,Block Level LSLR 8130 S JEFFERY BLVD,"8130 S JEFFERY BLVD, CHICAGO, IL 60617"
884,Block Level LSLR,CONSUMER,7941 S JEFFERY BLVD,Completed,60617,8,2025-11-24 00:00:00,2025.0,11/2025,11-24,7941 S JEFFERY BLVD,145,Block Level LSLR 7941 S JEFFERY BLVD,"7941 S JEFFERY BLVD, CHICAGO, IL 60617"
967,Block Level LSLR,PUBLIC,8122 S JEFFERY BLVD,Completed,60617,8,2025-11-24 00:00:00,2025.0,11/2025,11-24,8122 S JEFFERY BLVD,146,Block Level LSLR 8122 S JEFFERY BLVD,"8122 S JEFFERY BLVD, CHICAGO, IL 60617"
878,Block Level LSLR,PUBLIC,7938 S JEFFERY BLVD,Completed,60617,8,2025-11-24 00:00:00,2025.0,11/2025,11-24,7938 S JEFFERY BLVD,147,Block Level LSLR 7938 S JEFFERY BLVD,"7938 S JEFFERY BLVD, CHICAGO, IL 60617"
966,Block Level LSLR,CONSUMER,8122 S JEFFERY BLVD,Completed,60617,8,2025-11-24 00:00:00,2025.0,11/2025,11-24,8122 S JEFFERY BLVD,148,Block Level LSLR 8122 S JEFFERY BLVD,"8122 S JEFFERY BLVD, CHICAGO, IL 60617"
974,Block Level LSLR,CONSUMER,8130 S JEFFERY BLVD,Completed,60617,8,2025-11-24 00:00:00,2025.0,11/2025,11-24,8130 S JEFFERY BLVD,149,Block Level LSLR 8130 S JEFFERY BLVD,"8130 S JEFFERY BLVD, CHICAGO, IL 60617"
885,Block Level LSLR,PUBLIC,7941 S JEFFERY BLVD,Completed,60617,8,2025-11-24 00:00:00,2025.0,11/2025,11-24,7941 S JEFFERY BLVD,150,Block Level LSLR 7941 S JEFFERY BLVD,"7941 S JEFFERY BLVD, CHICAGO, IL 60617"
882,Block Level LSLR,CONSUMER,7940 S JEFFERY BLVD,Completed,60617,8,2025-11-21 00:00:00,2025.0,11/2025,11-21,7940 S JEFFERY BLVD,151,Block Level LSLR 7940 S JEFFERY BLVD,"7940 S JEFFERY BLVD, CHICAGO, IL 60617"
883,Block Level LSLR,PUBLIC,7940 S JEFFERY BLVD,Completed,60617,8,2025-11-21 00:00:00,2025.0,11/2025,11-21,7940 S JEFFERY BLVD,152,Block Level LSLR 7940 S JEFFERY BLVD,"7940 S JEFFERY BLVD, CHICAGO, IL 60617"
988,Block Level LSLR,PUBLIC,8141 S JEFFERY BLVD,Completed,60617,8,2025-11-21 00:00:00,2025.0,11/2025,11-21,8141 S JEFFERY BLVD,153,Block Level LSLR 8141 S JEFFERY BLVD,"8141 S JEFFERY BLVD, CHICAGO, IL 60617"
1003,Block Level LSLR,PUBLIC,8154 S JEFFERY BLVD,Completed,60617,8,2025-11-21 00:00:00,2025.0,11/2025,11-21,8154 S JEFFERY BLVD,154,Block Level LSLR 8154 S JEFFERY BLVD,"8154 S JEFFERY BLVD, CHICAGO, IL 60617"
1002,Block Level LSLR,CONSUMER,8154 S JEFFERY BLVD,Completed,60617,8,2025-11-21 00:00:00,2025.0,11/2025,11-21,8154 S JEFFERY BLVD,155,Block Level LSLR 8154 S JEFFERY BLVD,"8154 S JEFFERY BLVD, CHICAGO, IL 60617"
886,Block Level LSLR,CONSUMER,7943 S JEFFERY BLVD,Completed,60617,8,2025-11-21 00:00:00,2025.0,11/2025,11-21,7943 S JEFFERY BLVD,156,Block Level LSLR 7943 S JEFFERY BLVD,"7943 S JEFFERY BLVD, CHICAGO, IL 60617"
887,Block Level LSLR,PUBLIC,7943 S JEFFERY BLVD,Completed,60617,8,2025-11-21 00:00:00,2025.0,11/2025,11-21,7943 S JEFFERY BLVD,157,Block Level LSLR 7943 S JEFFERY BLVD,"7943 S JEFFERY BLVD, CHICAGO, IL 60617"
989,Block Level LSLR,CONSUMER,8141 S JEFFERY BLVD,Completed,60617,8,2025-11-21 00:00:00,2025.0,11/2025,11-21,8141 S JEFFERY BLVD,158,Block Level LSLR 8141 S JEFFERY BLVD,"8141 S JEFFERY BLVD, CHICAGO, IL 60617"
973,Block Level LSLR,CONSUMER,8127 S JEFFERY BLVD,Completed,60617,8,2025-11-20 14:17:00,2025.0,11/2025,11-20,8127 S JEFFERY BLVD,159,Block Level LSLR 8127 S JEFFERY BLVD,"8127 S JEFFERY BLVD, CHICAGO, IL 60617"
969,Block Level LSLR,CONSUMER,8123 S JEFFERY BLVD,Completed,60617,8,2025-11-20 14:12:00,2025.0,11/2025,11-20,8123 S JEFFERY BLVD,160,Block Level LSLR 8123 S JEFFERY BLVD,"8123 S JEFFERY BLVD, CHICAGO, IL 60617"
890,Block Level LSLR,CONSUMER,7946 S JEFFERY BLVD,Completed,60617,8,2025-11-20 00:00:00,2025.0,11/2025,11-20,7946 S JEFFERY BLVD,161,Block Level LSLR 7946 S JEFFERY BLVD,"7946 S JEFFERY BLVD, CHICAGO, IL 60617"
972,Block Level LSLR,PUBLIC,8127 S JEFFERY BLVD,Completed,60617,8,2025-11-20 00:00:00,2025.0,11/2025,11-20,8127 S JEFFERY BLVD,162,Block Level LSLR 8127 S JEFFERY BLVD,"8127 S JEFFERY BLVD, CHICAGO, IL 60617"
889,Block Level LSLR,PUBLIC,7944 S JEFFERY BLVD,Completed,60617,8,2025-11-20 00:00:00,2025.0,11/2025,11-20,7944 S JEFFERY BLVD,163,Block Level LSLR 7944 S JEFFERY BLVD,"7944 S JEFFERY BLVD, CHICAGO, IL 60617"
965,Block Level LSLR,CONSUMER,8121 S JEFFERY BLVD,Completed,60617,8,2025-11-20 00:00:00,2025.0,11/2025,11-20,8121 S JEFFERY BLVD,164,Block Level LSLR 8121 S JEFFERY BLVD,"8121 S JEFFERY BLVD, CHICAGO, IL 60617"
964,Block Level LSLR,PUBLIC,8121 S JEFFERY BLVD,Completed,60617,8,2025-11-20 00:00:00,2025.0,11/2025,11-20,8121 S JEFFERY BLVD,165,Block Level LSLR 8121 S JEFFERY BLVD,"8121 S JEFFERY BLVD, CHICAGO, IL 60617"
891,Block Level LSLR,PUBLIC,7946 S JEFFERY BLVD,Completed,60617,8,2025-11-20 00:00:00,2025.0,11/2025,11-20,7946 S JEFFERY BLVD,166,Block Level LSLR 7946 S JEFFERY BLVD,"7946 S JEFFERY BLVD, CHICAGO, IL 60617"
888,Block Level LSLR,CONSUMER,7944 S JEFFERY BLVD,Completed,60617,8,2025-11-20 00:00:00,2025.0,11/2025,11-20,7944 S JEFFERY BLVD,167,Block Level LSLR 7944 S JEFFERY BLVD,"7944 S JEFFERY BLVD, CHICAGO, IL 60617"
893,Block Level LSLR,PUBLIC,7949 S JEFFERY BLVD,Completed,60617,8,2025-11-19 00:00:00,2025.0,11/2025,11-19,7949 S JEFFERY BLVD,168,Block Level LSLR 7949 S JEFFERY BLVD,"7949 S JEFFERY BLVD, CHICAGO, IL 60617"
1007,Block Level LSLR,PUBLIC,8158 S JEFFERY BLVD,Completed,60617,8,2025-11-19 00:00:00,2025.0,11/2025,11-19,8158 S JEFFERY BLVD,169,Block Level LSLR 8158 S JEFFERY BLVD,"8158 S JEFFERY BLVD, CHICAGO, IL 60617"
1006,Block Level LSLR,CONSUMER,8158 S JEFFERY BLVD,Completed,60617,8,2025-11-19 00:00:00,2025.0,11/2025,11-19,8158 S JEFFERY BLVD,170,Block Level LSLR 8158 S JEFFERY BLVD,"8158 S JEFFERY BLVD, CHICAGO, IL 60617"
892,Block Level LSLR,CONSUMER,7949 S JEFFERY BLVD,Completed,60617,8,2025-11-19 00:00:00,2025.0,11/2025,11-19,7949 S JEFFERY BLVD,171,Block Level LSLR 7949 S JEFFERY BLVD,"7949 S JEFFERY BLVD, CHICAGO, IL 60617"
990,Block Level LSLR,CONSUMER,8143 S JEFFERY BLVD,Completed,60617,8,2025-11-19 00:00:00,2025.0,11/2025,11-19,8143 S JEFFERY BLVD,172,Block Level LSLR 8143 S JEFFERY BLVD,"8143 S JEFFERY BLVD, CHICAGO, IL 60617"
894,Block Level LSLR,PUBLIC,7950 S JEFFERY BLVD,Completed,60617,8,2025-11-19 00:00:00,2025.0,11/2025,11-19,7950 S JEFFERY BLVD,173,Block Level LSLR 7950 S JEFFERY BLVD,"7950 S JEFFERY BLVD, CHICAGO, IL 60617"
991,Block Level LSLR,PUBLIC,8143 S JEFFERY BLVD,Completed,60617,8,2025-11-19 00:00:00,2025.0,11/2025,11-19,8143 S JEFFERY BLVD,174,Block Level LSLR 8143 S JEFFERY BLVD,"8143 S JEFFERY BLVD, CHICAGO, IL 60617"
898,Block Level LSLR,CONSUMER,7953 S JEFFERY BLVD,Completed,60617,8,2025-11-18 00:00:00,2025.0,11/2025,11-18,7953 S JEFFERY BLVD,175,Block Level LSLR 7953 S JEFFERY BLVD,"7953 S JEFFERY BLVD, CHICAGO, IL 60617"
899,Block Level LSLR,PUBLIC,7953 S JEFFERY BLVD,Completed,60617,8,2025-11-18 00:00:00,2025.0,11/2025,11-18,7953 S JEFFERY BLVD,176,Block Level LSLR 7953 S JEFFERY BLVD,"7953 S JEFFERY BLVD, CHICAGO, IL 60617"
968,Block Level LSLR,PUBLIC,8123 S JEFFERY BLVD,Completed,60617,8,2025-11-18 00:00:00,2025.0,11/2025,11-18,8123 S JEFFERY BLVD,177,Block Level LSLR 8123 S JEFFERY BLVD,"8123 S JEFFERY BLVD, CHICAGO, IL 60617"
954,Block Level LSLR,CONSUMER,8114 S JEFFERY BLVD,Completed,60617,8,2025-11-18 00:00:00,2025.0,11/2025,11-18,8114 S JEFFERY BLVD,178,Block Level LSLR 8114 S JEFFERY BLVD,"8114 S JEFFERY BLVD, CHICAGO, IL 60617"
955,Block Level LSLR,PUBLIC,8114 S JEFFERY BLVD,Completed,60617,8,2025-11-18 00:00:00,2025.0,11/2025,11-18,8114 S JEFFERY BLVD,179,Block Level LSLR 8114 S JEFFERY BLVD,"8114 S JEFFERY BLVD, CHICAGO, IL 60617"
897,Block Level LSLR,PUBLIC,7952 S JEFFERY BLVD,Completed,60617,8,2025-11-18 00:00:00,2025.0,11/2025,11-18,7952 S JEFFERY BLVD,180,Block Level LSLR 7952 S JEFFERY BLVD,"7952 S JEFFERY BLVD, CHICAGO, IL 60617"
900,Block Level LSLR,CONSUMER,7956 S JEFFERY BLVD,Completed,60617,8,2025-11-17 00:00:00,2025.0,11/2025,11-17,7956 S JEFFERY BLVD,181,Block Level LSLR 7956 S JEFFERY BLVD,"7956 S JEFFERY BLVD, CHICAGO, IL 60617"
979,Block Level LSLR,CONSUMER,8133 S JEFFERY BLVD,Completed,60617,8,2025-11-17 00:00:00,2025.0,11/2025,11-17,8133 S JEFFERY BLVD,182,Block Level LSLR 8133 S JEFFERY BLVD,"8133 S JEFFERY BLVD, CHICAGO, IL 60617"
978,Block Level LSLR,PUBLIC,8133 S JEFFERY BLVD,Completed,60617,8,2025-11-17 00:00:00,2025.0,11/2025,11-17,8133 S JEFFERY BLVD,183,Block Level LSLR 8133 S JEFFERY BLVD,"8133 S JEFFERY BLVD, CHICAGO, IL 60617"
977,Block Level LSLR,PUBLIC,8131 S JEFFERY BLVD,Completed,60617,8,2025-11-17 00:00:00,2025.0,11/2025,11-17,8131 S JEFFERY BLVD,184,Block Level LSLR 8131 S JEFFERY BLVD,"8131 S JEFFERY BLVD, CHICAGO, IL 60617"
901,Block Level LSLR,PUBLIC,7956 S JEFFERY BLVD,Completed,60617,8,2025-11-17 00:00:00,2025.0,11/2025,11-17,7956 S JEFFERY BLVD,185,Block Level LSLR 7956 S JEFFERY BLVD,"7956 S JEFFERY BLVD, CHICAGO, IL 60617"
903,Block Level LSLR,PUBLIC,7959 S JEFFERY BLVD,Completed,60617,8,2025-11-17 00:00:00,2025.0,11/2025,11-17,7959 S JEFFERY BLVD,186,Block Level LSLR 7959 S JEFFERY BLVD,"7959 S JEFFERY BLVD, CHICAGO, IL 60617"
902,Block Level LSLR,CONSUMER,7959 S JEFFERY BLVD,Completed,60617,8,2025-11-17 00:00:00,2025.0,11/2025,11-17,7959 S JEFFERY BLVD,187,Block Level LSLR 7959 S JEFFERY BLVD,"7959 S JEFFERY BLVD, CHICAGO, IL 60617"
976,Block Level LSLR,CONSUMER,8131 S JEFFERY BLVD,Completed,60617,8,2025-11-17 00:00:00,2025.0,11/2025,11-17,8131 S JEFFERY BLVD,188,Block Level LSLR 8131 S JEFFERY BLVD,"8131 S JEFFERY BLVD, CHICAGO, IL 60617"
985,Block Level LSLR,PUBLIC,8138 S JEFFERY BLVD,Completed,60617,8,2025-11-14 00:00:00,2025.0,11/2025,11-14,8138 S JEFFERY BLVD,189,Block Level LSLR 8138 S JEFFERY BLVD,"8138 S JEFFERY BLVD, CHICAGO, IL 60617"
984,Block Level LSLR,CONSUMER,8138 S JEFFERY BLVD,Completed,60617,8,2025-11-14 00:00:00,2025.0,11/2025,11-14,8138 S JEFFERY BLVD,190,Block Level LSLR 8138 S JEFFERY BLVD,"8138 S JEFFERY BLVD, CHICAGO, IL 60617"
981,Block Level LSLR,PUBLIC,8134 S JEFFERY BLVD,Completed,60617,8,2025-11-14 00:00:00,2025.0,11/2025,11-14,8134 S JEFFERY BLVD,191,Block Level LSLR 8134 S JEFFERY BLVD,"8134 S JEFFERY BLVD, CHICAGO, IL 60617"
980,Block Level LSLR,CONSUMER,8134 S JEFFERY BLVD,Completed,60617,8,2025-11-14 00:00:00,2025.0,11/2025,11-14,8134 S JEFFERY BLVD,192,Block Level LSLR 8134 S JEFFERY BLVD,"8134 S JEFFERY BLVD, CHICAGO, IL 60617"
353,Block Level LSLR,CONSUMER,5627 S OAKLEY AVE,Completed,60636,15,2025-11-13 00:00:00,2025.0,11/2025,11-13,5627 S OAKLEY AVE,193,Block Level LSLR 5627 S OAKLEY AVE,"5627 S OAKLEY AVE, CHICAGO, IL 60636"
1008,Block Level LSLR,CONSUMER,8159 S JEFFERY BLVD,Completed,60617,8,2025-11-13 00:00:00,2025.0,11/2025,11-13,8159 S JEFFERY BLVD,194,Block Level LSLR 8159 S JEFFERY BLVD,"8159 S JEFFERY BLVD, CHICAGO, IL 60617"
317,Block Level LSLR,CONSUMER,5521 S OAKLEY AVE,Completed,60636,15,2025-11-13 00:00:00,2025.0,11/2025,11-13,5521 S OAKLEY AVE,195,Block Level LSLR 5521 S OAKLEY AVE,"5521 S OAKLEY AVE, CHICAGO, IL 60636"
1005,Block Level LSLR,PUBLIC,8155 S JEFFERY BLVD,Completed,60617,8,2025-11-13 00:00:00,2025.0,11/2025,11-13,8155 S JEFFERY BLVD,196,Block Level LSLR 8155 S JEFFERY BLVD,"8155 S JEFFERY BLVD, CHICAGO, IL 60617"
1004,Block Level LSLR,CONSUMER,8155 S JEFFERY BLVD,Completed,60617,8,2025-11-13 00:00:00,2025.0,11/2025,11-13,8155 S JEFFERY BLVD,197,Block Level LSLR 8155 S JEFFERY BLVD,"8155 S JEFFERY BLVD, CHICAGO, IL 60617"
337,Block Level LSLR,CONSUMER,5615 17 S OAKLEY AVE,Completed,60636,15,2025-11-13 00:00:00,2025.0,11/2025,11-13,5615 S OAKLEY AVE,198,Block Level LSLR 5615 S OAKLEY AVE,"5615 S OAKLEY AVE, CHICAGO, IL 60636"
1009,Block Level LSLR,PUBLIC,8159 S JEFFERY BLVD,Completed,60617,8,2025-11-13 00:00:00,2025.0,11/2025,11-13,8159 S JEFFERY BLVD,199,Block Level LSLR 8159 S JEFFERY BLVD,"8159 S JEFFERY BLVD, CHICAGO, IL 60617"
1000,Block Level LSLR,PUBLIC,8152 S JEFFERY BLVD,Completed,60617,8,2025-11-12 00:00:00,2025.0,11/2025,11-12,8152 S JEFFERY BLVD,200,Block Level LSLR 8152 S JEFFERY BLVD,"8152 S JEFFERY BLVD, CHICAGO, IL 60617"
